Table 1
participantid;from_timestamp;to_timestamps;hour_diff;venueid;venuetype
619;8/24/22;8/24/22;0;1803;Restaurant
619;8/24/22;8/25/22;8;1414;Apartment
619;8/25/22;8/25/22;8;1766;Workplace
619;8/25/22;8/26/22;15;1414;Apartment
619;8/26/22;8/26/22;8;1766;Workplace
619;8/26/22;8/27/22;15;1414;Apartment
619;8/27/22;8/27/22;8;1766;Workplace
619;8/27/22;8/28/22;15;1414;Apartment
619;8/28/22;8/28/22;8;1766;Workplace
619;8/28/22;8/29/22;15;1414;Apartment
619;8/29/22;8/29/22;8;1766;Workplace
619;8/29/22;8/30/22;8;1414;Apartment
619;8/30/22;8/30/22;1;1344;Pub
619;8/30/22;8/30/22;5;1414;Apartment
619;8/30/22;8/30/22;0;1803;Restaurant
619;8/30/22;8/30/22;0;1414;Apartment
619;8/30/22;8/30/22;1;1800;Pub
619;8/30/22;8/30/22;0;1414;Apartment
619;8/30/22;8/30/22;2;1800;Pub
619;8/30/22;8/30/22;0;1414;Apartment
619;8/30/22;8/30/22;1;1798;Pub
619;8/30/22;8/30/22;0;1801;Restaurant
619;8/30/22;8/30/22;0;1798;Pub
619;8/30/22;8/30/22;0;1414;Apartment
619;8/30/22;8/30/22;2;1798;Pub
619;8/30/22;8/30/22;1;1414;Apartment
619;8/30/22;8/30/22;2;1342;Pub
619;8/30/22;8/31/22;0;1414;Apartment
619;8/31/22;8/31/22;0;1803;Restaurant
619;8/31/22;8/31/22;7;1414;Apartment
619;8/31/22;8/31/22;0;1803;Restaurant
619;8/31/22;9/1/22;0;1414;Apartment
619;9/1/22;9/1/22;8;1766;Workplace
619;9/1/22;9/2/22;15;1414;Apartment
619;9/2/22;9/2/22;8;1766;Workplace
619;9/2/22;9/3/22;15;1414;Apartment
619;9/3/22;9/3/22;8;1766;Workplace
619;9/3/22;9/4/22;15;1414;Apartment
619;9/4/22;9/4/22;8;1766;Workplace
619;9/4/22;9/5/22;15;1414;Apartment
619;9/5/22;9/5/22;8;1766;Workplace
619;9/5/22;9/6/22;7;1414;Apartment
619;9/6/22;9/6/22;0;1803;Restaurant
619;9/6/22;9/6/22;7;1414;Apartment
619;9/6/22;9/6/22;0;1803;Restaurant
619;9/6/22;9/7/22;15;1414;Apartment
619;9/7/22;9/7/22;0;1803;Restaurant
619;9/7/22;9/7/22;7;1414;Apartment
619;9/7/22;9/7/22;0;1803;Restaurant
619;9/7/22;9/8/22;0;1414;Apartment
619;9/8/22;9/8/22;8;1766;Workplace
619;9/8/22;9/9/22;15;1414;Apartment
619;9/9/22;9/9/22;8;1766;Workplace
619;9/9/22;9/10/22;15;1414;Apartment
619;9/10/22;9/10/22;8;1766;Workplace
619;9/10/22;9/10/22;0;1414;Apartment
619;9/10/22;9/10/22;1;1798;Pub
619;9/10/22;9/10/22;0;1414;Apartment
619;9/10/22;9/10/22;2;1798;Pub
619;9/10/22;9/10/22;0;1414;Apartment
619;9/10/22;9/11/22;2;1798;Pub
619;9/11/22;9/11/22;8;1414;Apartment
619;9/11/22;9/11/22;8;1766;Workplace
619;9/11/22;9/12/22;15;1414;Apartment
619;9/12/22;9/12/22;8;1766;Workplace
619;9/12/22;9/15/22;15;1414;Apartment
619;9/15/22;9/15/22;8;1766;Workplace
619;9/15/22;9/16/22;15;1414;Apartment
619;9/16/22;9/16/22;8;1766;Workplace
619;9/16/22;9/17/22;15;1414;Apartment
619;9/17/22;9/17/22;8;1766;Workplace
619;9/17/22;9/18/22;15;1414;Apartment
619;9/18/22;9/18/22;8;1766;Workplace
619;9/18/22;9/19/22;15;1414;Apartment
619;9/19/22;9/19/22;8;1766;Workplace
619;9/19/22;9/20/22;15;1414;Apartment
619;9/20/22;9/20/22;0;1803;Restaurant
619;9/20/22;9/21/22;23;1414;Apartment
619;9/21/22;9/21/22;0;1803;Restaurant
619;9/21/22;9/22/22;0;1414;Apartment
619;9/22/22;9/22/22;8;1766;Workplace
619;9/22/22;9/22/22;0;1414;Apartment
619;9/22/22;9/22/22;1;1798;Pub
619;9/22/22;9/22/22;0;1414;Apartment
619;9/22/22;9/22/22;2;1798;Pub
619;9/22/22;9/22/22;0;1414;Apartment
619;9/22/22;9/23/22;1;1798;Pub
619;9/23/22;9/23/22;8;1414;Apartment
619;9/23/22;9/23/22;8;1766;Workplace
619;9/23/22;9/23/22;1;1414;Apartment
619;9/23/22;9/23/22;2;1344;Pub
619;9/23/22;9/23/22;0;1414;Apartment
619;9/23/22;9/24/22;2;1800;Pub
619;9/24/22;9/24/22;8;1414;Apartment
619;9/24/22;9/24/22;8;1766;Workplace
619;9/24/22;9/24/22;1;1414;Apartment
619;9/24/22;9/24/22;3;1344;Pub
619;9/24/22;9/24/22;0;1414;Apartment
619;9/24/22;9/25/22;1;1798;Pub
619;9/25/22;9/25/22;8;1414;Apartment
619;9/25/22;9/25/22;8;1766;Workplace
619;9/25/22;9/26/22;15;1414;Apartment
619;9/26/22;9/26/22;8;1766;Workplace
619;9/26/22;9/26/22;0;1414;Apartment
619;9/26/22;9/26/22;2;1798;Pub
619;9/26/22;9/26/22;0;1414;Apartment
619;9/26/22;9/26/22;1;1800;Pub
619;9/26/22;9/26/22;0;1414;Apartment
619;9/26/22;9/27/22;1;1799;Pub
619;9/27/22;9/27/22;0;1414;Apartment
619;9/27/22;9/27/22;0;1798;Pub
619;9/27/22;9/27/22;7;1414;Apartment
619;9/27/22;9/27/22;1;1799;Pub
619;9/27/22;9/27/22;1;1414;Apartment
619;9/27/22;9/27/22;3;1342;Pub
619;9/27/22;9/27/22;1;1414;Apartment
619;9/27/22;9/27/22;2;1342;Pub
619;9/27/22;9/27/22;0;1414;Apartment
619;9/27/22;9/27/22;1;1798;Pub
619;9/27/22;9/27/22;0;1414;Apartment
619;9/27/22;9/27/22;2;1800;Pub
619;9/27/22;9/28/22;0;1414;Apartment
619;9/28/22;9/28/22;1;1799;Pub
619;9/28/22;9/28/22;13;1414;Apartment
619;9/28/22;9/28/22;0;1803;Restaurant
619;9/28/22;9/29/22;17;1414;Apartment
619;9/29/22;9/29/22;8;1766;Workplace
619;9/29/22;9/30/22;15;1414;Apartment
619;9/30/22;9/30/22;8;1766;Workplace
619;9/30/22;10/1/22;15;1414;Apartment
619;10/1/22;10/1/22;8;1766;Workplace
619;10/1/22;10/2/22;15;1414;Apartment
619;10/2/22;10/2/22;8;1766;Workplace
619;10/2/22;10/3/22;15;1414;Apartment
619;10/3/22;10/3/22;8;1766;Workplace
619;10/3/22;10/4/22;7;1414;Apartment
619;10/4/22;10/4/22;0;1803;Restaurant
619;10/4/22;10/4/22;7;1414;Apartment
619;10/4/22;10/4/22;0;1803;Restaurant
619;10/4/22;10/5/22;15;1414;Apartment
619;10/5/22;10/5/22;0;1803;Restaurant
619;10/5/22;10/5/22;7;1414;Apartment
619;10/5/22;10/5/22;0;1803;Restaurant
619;10/5/22;10/6/22;0;1414;Apartment
619;10/6/22;10/6/22;8;1766;Workplace
619;10/6/22;10/6/22;0;1414;Apartment
619;10/6/22;10/6/22;1;1799;Pub
619;10/6/22;10/6/22;0;1414;Apartment
619;10/6/22;10/6/22;1;1798;Pub
619;10/6/22;10/6/22;0;1414;Apartment
619;10/6/22;10/7/22;2;1798;Pub
619;10/7/22;10/7/22;8;1414;Apartment
619;10/7/22;10/7/22;8;1766;Workplace
619;10/7/22;10/7/22;0;1414;Apartment
619;10/7/22;10/7/22;2;1800;Pub
619;10/7/22;10/7/22;0;1414;Apartment
619;10/7/22;10/7/22;1;1798;Pub
619;10/7/22;10/7/22;1;1414;Apartment
619;10/7/22;10/8/22;1;1342;Pub
619;10/8/22;10/8/22;0;448;Restaurant
619;10/8/22;10/8/22;1;1342;Pub
619;10/8/22;10/8/22;6;1414;Apartment
619;10/8/22;10/8/22;8;1766;Workplace
619;10/8/22;10/9/22;15;1414;Apartment
619;10/9/22;10/9/22;8;1766;Workplace
619;10/9/22;10/10/22;15;1414;Apartment
619;10/10/22;10/10/22;8;1766;Workplace
619;10/10/22;10/11/22;7;1414;Apartment
619;10/11/22;10/11/22;0;1803;Restaurant
619;10/11/22;10/11/22;7;1414;Apartment
619;10/11/22;10/11/22;0;1803;Restaurant
619;10/11/22;10/12/22;23;1414;Apartment
619;10/12/22;10/12/22;0;1803;Restaurant
619;10/12/22;10/13/22;0;1414;Apartment
619;10/13/22;10/13/22;8;1766;Workplace
619;10/13/22;10/14/22;15;1414;Apartment
619;10/14/22;10/14/22;8;1766;Workplace
619;10/14/22;10/15/22;15;1414;Apartment
619;10/15/22;10/15/22;8;1766;Workplace
619;10/15/22;10/16/22;15;1414;Apartment
619;10/16/22;10/16/22;8;1766;Workplace
619;10/16/22;10/17/22;15;1414;Apartment
619;10/17/22;10/17/22;8;1766;Workplace
619;10/17/22;10/18/22;7;1414;Apartment
619;10/18/22;10/18/22;0;1803;Restaurant
619;10/18/22;10/19/22;7;1414;Apartment
619;10/19/22;10/19/22;0;1803;Restaurant
619;10/19/22;10/20/22;0;1414;Apartment
619;10/20/22;10/20/22;8;1766;Workplace
619;10/20/22;10/20/22;0;1414;Apartment
619;10/20/22;10/20/22;1;1798;Pub
619;10/20/22;10/20/22;0;1414;Apartment
619;10/20/22;10/20/22;1;1798;Pub
619;10/20/22;10/20/22;0;1414;Apartment
619;10/20/22;10/21/22;1;1800;Pub
619;10/21/22;10/21/22;8;1414;Apartment
619;10/21/22;10/21/22;8;1766;Workplace
619;10/21/22;10/22/22;15;1414;Apartment
619;10/22/22;10/22/22;8;1766;Workplace
619;10/22/22;10/23/22;15;1414;Apartment
619;10/23/22;10/23/22;8;1766;Workplace
619;10/23/22;10/24/22;15;1414;Apartment
619;10/24/22;10/24/22;8;1766;Workplace
619;10/24/22;10/25/22;15;1414;Apartment
619;10/25/22;10/25/22;0;1803;Restaurant
619;10/25/22;10/26/22;15;1414;Apartment
619;10/26/22;10/26/22;0;1803;Restaurant
619;10/26/22;10/26/22;7;1414;Apartment
619;10/26/22;10/26/22;0;1803;Restaurant
619;10/26/22;10/27/22;0;1414;Apartment
619;10/27/22;10/27/22;8;1766;Workplace
619;10/27/22;10/28/22;15;1414;Apartment
619;10/28/22;10/28/22;8;1766;Workplace
619;10/28/22;10/29/22;15;1414;Apartment
619;10/29/22;10/29/22;8;1766;Workplace
619;10/29/22;10/30/22;15;1414;Apartment
619;10/30/22;10/30/22;8;1766;Workplace
619;10/30/22;10/31/22;15;1414;Apartment
619;10/31/22;10/31/22;8;1766;Workplace
619;10/31/22;10/31/22;0;1414;Apartment
619;10/31/22;10/31/22;2;1798;Pub
619;10/31/22;10/31/22;0;1414;Apartment
619;10/31/22;10/31/22;2;1800;Pub
619;10/31/22;10/31/22;0;1414;Apartment
619;10/31/22;11/1/22;1;1798;Pub
619;11/1/22;11/2/22;23;1414;Apartment
619;11/2/22;11/2/22;0;1803;Restaurant
619;11/2/22;11/3/22;8;1414;Apartment
619;11/3/22;11/3/22;8;1766;Workplace
619;11/3/22;11/4/22;15;1414;Apartment
619;11/4/22;11/4/22;8;1766;Workplace
619;11/4/22;11/5/22;15;1414;Apartment
619;11/5/22;11/5/22;8;1766;Workplace
619;11/5/22;11/6/22;15;1414;Apartment
619;11/6/22;11/6/22;8;1766;Workplace
619;11/6/22;11/7/22;15;1414;Apartment
619;11/7/22;11/7/22;8;1766;Workplace
619;11/7/22;11/8/22;7;1414;Apartment
619;11/8/22;11/8/22;0;1803;Restaurant
619;11/8/22;11/10/22;8;1414;Apartment
619;11/10/22;11/10/22;8;1766;Workplace
619;11/10/22;11/10/22;0;1414;Apartment
619;11/10/22;11/10/22;1;1800;Pub
619;11/10/22;11/10/22;0;1414;Apartment
619;11/10/22;11/10/22;0;1798;Pub
619;11/10/22;11/10/22;0;1414;Apartment
619;11/10/22;11/10/22;1;1798;Pub
619;11/10/22;11/10/22;0;1414;Apartment
619;11/10/22;11/11/22;1;1798;Pub
619;11/11/22;11/11/22;8;1414;Apartment
619;11/11/22;11/11/22;8;1766;Workplace
619;11/11/22;11/12/22;15;1414;Apartment
619;11/12/22;11/12/22;8;1766;Workplace
619;11/12/22;11/13/22;15;1414;Apartment
619;11/13/22;11/13/22;8;1766;Workplace
619;11/13/22;11/14/22;15;1414;Apartment
619;11/14/22;11/14/22;8;1766;Workplace
619;11/14/22;11/15/22;7;1414;Apartment
619;11/15/22;11/15/22;0;1803;Restaurant
619;11/15/22;11/16/22;23;1414;Apartment
619;11/16/22;11/16/22;1;1799;Pub
619;11/16/22;11/16/22;7;1414;Apartment
619;11/16/22;11/16/22;1;1799;Pub
619;11/16/22;11/16/22;0;1414;Apartment
619;11/16/22;11/16/22;2;1798;Pub
619;11/16/22;11/16/22;0;1414;Apartment
619;11/16/22;11/16/22;1;1799;Pub
619;11/16/22;11/16/22;0;1414;Apartment
619;11/16/22;11/16/22;1;1799;Pub
619;11/16/22;11/16/22;0;1414;Apartment
619;11/16/22;11/16/22;1;1798;Pub
619;11/16/22;11/16/22;0;1414;Apartment
619;11/16/22;11/16/22;2;1800;Pub
619;11/16/22;11/16/22;1;1414;Apartment
619;11/16/22;11/17/22;3;1344;Pub
619;11/17/22;11/17/22;6;1414;Apartment
619;11/17/22;11/17/22;8;1766;Workplace
619;11/17/22;11/18/22;15;1414;Apartment
619;11/18/22;11/18/22;8;1766;Workplace
619;11/18/22;11/18/22;0;1414;Apartment
619;11/18/22;11/18/22;2;1800;Pub
619;11/18/22;11/18/22;0;1414;Apartment
619;11/18/22;11/18/22;2;1800;Pub
619;11/18/22;11/19/22;1;1414;Apartment
619;11/19/22;11/19/22;2;1344;Pub
619;11/19/22;11/19/22;6;1414;Apartment
619;11/19/22;11/19/22;8;1766;Workplace
619;11/19/22;11/20/22;15;1414;Apartment
619;11/20/22;11/20/22;8;1766;Workplace
619;11/20/22;11/20/22;1;1414;Apartment
619;11/20/22;11/20/22;2;1342;Pub
619;11/20/22;11/20/22;0;1414;Apartment
619;11/20/22;11/20/22;2;1798;Pub
619;11/20/22;11/21/22;0;1414;Apartment
619;11/21/22;11/21/22;1;1798;Pub
619;11/21/22;11/21/22;7;1414;Apartment
619;11/21/22;11/21/22;8;1766;Workplace
619;11/21/22;11/22/22;7;1414;Apartment
619;11/22/22;11/22/22;1;1798;Pub
619;11/22/22;11/22/22;6;1414;Apartment
619;11/22/22;11/22/22;0;1803;Restaurant
619;11/22/22;11/22/22;0;1414;Apartment
619;11/22/22;11/22/22;1;1798;Pub
619;11/22/22;11/22/22;0;1414;Apartment
619;11/22/22;11/22/22;2;1798;Pub
619;11/22/22;11/22/22;0;1414;Apartment
619;11/22/22;11/22/22;1;1798;Pub
619;11/22/22;11/23/22;8;1414;Apartment
619;11/23/22;11/23/22;1;1798;Pub
619;11/23/22;11/23/22;6;1414;Apartment
619;11/23/22;11/23/22;0;1803;Restaurant
619;11/23/22;11/23/22;0;1414;Apartment
619;11/23/22;11/23/22;2;1799;Pub
619;11/23/22;11/23/22;0;1414;Apartment
619;11/23/22;11/23/22;2;1798;Pub
619;11/23/22;11/23/22;0;1414;Apartment
619;11/23/22;11/23/22;1;1800;Pub
619;11/23/22;11/24/22;16;1414;Apartment
619;11/24/22;11/24/22;8;1766;Workplace
619;11/24/22;11/24/22;0;1414;Apartment
619;11/24/22;11/24/22;2;1798;Pub
619;11/24/22;11/24/22;1;1414;Apartment
619;11/24/22;11/25/22;3;1344;Pub
619;11/25/22;11/25/22;7;1414;Apartment
619;11/25/22;11/25/22;8;1766;Workplace
619;11/25/22;11/26/22;15;1414;Apartment
619;11/26/22;11/26/22;8;1766;Workplace
619;11/26/22;11/27/22;15;1414;Apartment
619;11/27/22;11/27/22;8;1766;Workplace
619;11/27/22;11/28/22;15;1414;Apartment
619;11/28/22;11/28/22;8;1766;Workplace
619;11/28/22;11/29/22;15;1414;Apartment
619;11/29/22;11/29/22;0;1803;Restaurant
619;11/29/22;11/30/22;15;1414;Apartment
619;11/30/22;11/30/22;1;1798;Pub
619;11/30/22;11/30/22;6;1414;Apartment
619;11/30/22;11/30/22;0;1803;Restaurant
619;11/30/22;11/30/22;0;1414;Apartment
619;11/30/22;11/30/22;1;1800;Pub
619;11/30/22;11/30/22;0;1414;Apartment
619;11/30/22;11/30/22;2;1798;Pub
619;11/30/22;11/30/22;0;1414;Apartment
619;11/30/22;11/30/22;1;1798;Pub
619;11/30/22;11/30/22;1;1414;Apartment
619;11/30/22;11/30/22;3;1342;Pub
619;11/30/22;12/1/22;12;1414;Apartment
619;12/1/22;12/1/22;8;1766;Workplace
619;12/1/22;12/1/22;0;1414;Apartment
619;12/1/22;12/1/22;2;1798;Pub
619;12/1/22;12/1/22;0;1414;Apartment
619;12/1/22;12/1/22;2;1800;Pub
619;12/1/22;12/1/22;0;1414;Apartment
619;12/1/22;12/1/22;1;1798;Pub
619;12/1/22;12/2/22;0;1414;Apartment
619;12/2/22;12/2/22;1;1799;Pub
619;12/2/22;12/2/22;7;1414;Apartment
619;12/2/22;12/2/22;8;1766;Workplace
619;12/2/22;12/3/22;15;1414;Apartment
619;12/3/22;12/3/22;8;1766;Workplace
619;12/3/22;12/3/22;0;1414;Apartment
619;12/3/22;12/3/22;1;1798;Pub
619;12/3/22;12/3/22;0;1414;Apartment
619;12/3/22;12/3/22;2;1798;Pub
619;12/3/22;12/3/22;0;1414;Apartment
619;12/3/22;12/4/22;2;1798;Pub
619;12/4/22;12/4/22;7;1414;Apartment
619;12/4/22;12/4/22;8;1766;Workplace
619;12/4/22;12/5/22;15;1414;Apartment
619;12/5/22;12/5/22;8;1766;Workplace
619;12/5/22;12/6/22;7;1414;Apartment
619;12/6/22;12/6/22;0;1803;Restaurant
619;12/6/22;12/6/22;7;1414;Apartment
619;12/6/22;12/6/22;0;1803;Restaurant
619;12/6/22;12/7/22;15;1414;Apartment
619;12/7/22;12/7/22;0;1803;Restaurant
619;12/7/22;12/7/22;7;1414;Apartment
619;12/7/22;12/7/22;0;1803;Restaurant
619;12/7/22;12/8/22;0;1414;Apartment
619;12/8/22;12/8/22;8;1766;Workplace
619;12/8/22;12/9/22;15;1414;Apartment
619;12/9/22;12/9/22;8;1766;Workplace
619;12/9/22;12/10/22;15;1414;Apartment
619;12/10/22;12/10/22;8;1766;Workplace
619;12/10/22;12/11/22;15;1414;Apartment
619;12/11/22;12/11/22;8;1766;Workplace
619;12/11/22;12/12/22;15;1414;Apartment
619;12/12/22;12/12/22;8;1766;Workplace
619;12/12/22;12/13/22;7;1414;Apartment
619;12/13/22;12/13/22;0;1803;Restaurant
619;12/13/22;12/15/22;8;1414;Apartment
619;12/15/22;12/15/22;8;1766;Workplace
619;12/15/22;12/16/22;15;1414;Apartment
619;12/16/22;12/16/22;8;1766;Workplace
619;12/16/22;12/16/22;0;1414;Apartment
619;12/16/22;12/16/22;2;1798;Pub
619;12/16/22;12/16/22;0;1414;Apartment
619;12/16/22;12/16/22;2;1798;Pub
619;12/16/22;12/16/22;0;1414;Apartment
619;12/16/22;12/17/22;2;1798;Pub
619;12/17/22;12/17/22;7;1414;Apartment
619;12/17/22;12/17/22;8;1766;Workplace
619;12/17/22;12/18/22;15;1414;Apartment
619;12/18/22;12/18/22;8;1766;Workplace
619;12/18/22;12/18/22;0;1414;Apartment
619;12/18/22;12/18/22;2;1798;Pub
619;12/18/22;12/18/22;0;1414;Apartment
619;12/18/22;12/18/22;2;1798;Pub
619;12/18/22;12/18/22;0;1414;Apartment
619;12/18/22;12/19/22;1;1800;Pub
619;12/19/22;12/19/22;7;1414;Apartment
619;12/19/22;12/19/22;8;1766;Workplace
619;12/19/22;12/20/22;6;1414;Apartment
619;12/20/22;12/20/22;0;1803;Restaurant
619;12/20/22;12/20/22;7;1414;Apartment
619;12/20/22;12/20/22;0;1803;Restaurant
619;12/20/22;12/22/22;0;1414;Apartment
619;12/22/22;12/22/22;8;1766;Workplace
619;12/22/22;12/23/22;15;1414;Apartment
619;12/23/22;12/23/22;8;1766;Workplace
619;12/23/22;12/24/22;15;1414;Apartment
619;12/24/22;12/24/22;8;1766;Workplace
619;12/24/22;12/25/22;15;1414;Apartment
619;12/25/22;12/25/22;8;1766;Workplace
619;12/25/22;12/26/22;15;1414;Apartment
619;12/26/22;12/26/22;8;1766;Workplace
619;12/26/22;12/27/22;7;1414;Apartment
619;12/27/22;12/27/22;0;1803;Restaurant
619;12/27/22;12/28/22;7;1414;Apartment
619;12/28/22;12/28/22;0;1803;Restaurant
619;12/28/22;12/29/22;0;1414;Apartment
619;12/29/22;12/29/22;8;1766;Workplace
619;12/29/22;12/30/22;15;1414;Apartment
619;12/30/22;12/30/22;8;1766;Workplace
619;12/30/22;12/31/22;15;1414;Apartment
619;12/31/22;12/31/22;8;1766;Workplace
619;12/31/22;12/31/22;0;1414;Apartment
619;12/31/22;12/31/22;2;1799;Pub
619;12/31/22;12/31/22;0;1414;Apartment
619;12/31/22;12/31/22;2;1798;Pub
619;12/31/22;12/31/22;0;1414;Apartment
619;12/31/22;1/1/23;2;1798;Pub
619;1/1/23;1/1/23;7;1414;Apartment
619;1/1/23;1/1/23;8;1766;Workplace
619;1/1/23;1/2/23;15;1414;Apartment
619;1/2/23;1/2/23;8;1766;Workplace
619;1/2/23;1/3/23;7;1414;Apartment
619;1/3/23;1/3/23;0;1803;Restaurant
619;1/3/23;1/3/23;7;1414;Apartment
619;1/3/23;1/3/23;0;1803;Restaurant
619;1/3/23;1/5/23;0;1414;Apartment
619;1/5/23;1/5/23;8;1766;Workplace
619;1/5/23;1/5/23;0;1414;Apartment
619;1/5/23;1/5/23;2;1798;Pub
619;1/5/23;1/5/23;0;1414;Apartment
619;1/5/23;1/5/23;2;1799;Pub
619;1/5/23;1/5/23;0;1414;Apartment
619;1/5/23;1/6/23;2;1798;Pub
619;1/6/23;1/6/23;7;1414;Apartment
619;1/6/23;1/6/23;8;1766;Workplace
619;1/6/23;1/7/23;15;1414;Apartment
619;1/7/23;1/7/23;8;1766;Workplace
619;1/7/23;1/8/23;15;1414;Apartment
619;1/8/23;1/8/23;8;1766;Workplace
619;1/8/23;1/9/23;15;1414;Apartment
619;1/9/23;1/9/23;8;1766;Workplace
619;1/9/23;1/10/23;15;1414;Apartment
619;1/10/23;1/10/23;0;1803;Restaurant
619;1/10/23;1/12/23;0;1414;Apartment
619;1/12/23;1/12/23;8;1766;Workplace
619;1/12/23;1/13/23;15;1414;Apartment
619;1/13/23;1/13/23;8;1766;Workplace
619;1/13/23;1/14/23;15;1414;Apartment
619;1/14/23;1/14/23;8;1766;Workplace
619;1/14/23;1/15/23;15;1414;Apartment
619;1/15/23;1/15/23;8;1766;Workplace
619;1/15/23;1/15/23;0;1414;Apartment
619;1/15/23;1/15/23;2;1798;Pub
619;1/15/23;1/15/23;1;1414;Apartment
619;1/15/23;1/16/23;3;1342;Pub
619;1/16/23;1/16/23;8;1414;Apartment
619;1/16/23;1/16/23;8;1766;Workplace
619;1/16/23;1/17/23;7;1414;Apartment
619;1/17/23;1/17/23;0;1803;Restaurant
619;1/17/23;1/17/23;7;1414;Apartment
619;1/17/23;1/17/23;0;1803;Restaurant
619;1/17/23;1/18/23;15;1414;Apartment
619;1/18/23;1/18/23;0;1803;Restaurant
619;1/18/23;1/19/23;8;1414;Apartment
619;1/19/23;1/19/23;8;1766;Workplace
619;1/19/23;1/20/23;15;1414;Apartment
619;1/20/23;1/20/23;8;1766;Workplace
619;1/20/23;1/21/23;15;1414;Apartment
619;1/21/23;1/21/23;8;1766;Workplace
619;1/21/23;1/22/23;15;1414;Apartment
619;1/22/23;1/22/23;8;1766;Workplace
619;1/22/23;1/23/23;15;1414;Apartment
619;1/23/23;1/23/23;8;1766;Workplace
619;1/23/23;1/24/23;7;1414;Apartment
619;1/24/23;1/24/23;0;1803;Restaurant
619;1/24/23;1/24/23;7;1414;Apartment
619;1/24/23;1/24/23;0;1803;Restaurant
619;1/24/23;1/25/23;23;1414;Apartment
619;1/25/23;1/25/23;0;1803;Restaurant
619;1/25/23;1/26/23;0;1414;Apartment
619;1/26/23;1/26/23;8;1766;Workplace
619;1/26/23;1/26/23;0;1414;Apartment
619;1/26/23;1/26/23;2;1798;Pub
619;1/26/23;1/26/23;0;1414;Apartment
619;1/26/23;1/26/23;2;1798;Pub
619;1/26/23;1/26/23;0;1414;Apartment
619;1/26/23;1/27/23;1;1800;Pub
619;1/27/23;1/27/23;8;1414;Apartment
619;1/27/23;1/27/23;8;1766;Workplace
619;1/27/23;1/28/23;15;1414;Apartment
619;1/28/23;1/28/23;8;1766;Workplace
619;1/28/23;1/29/23;15;1414;Apartment
619;1/29/23;1/29/23;8;1766;Workplace
619;1/29/23;1/30/23;15;1414;Apartment
619;1/30/23;1/30/23;8;1766;Workplace
619;1/30/23;1/31/23;15;1414;Apartment
619;1/31/23;1/31/23;0;1803;Restaurant
619;1/31/23;2/2/23;0;1414;Apartment
619;2/2/23;2/2/23;8;1766;Workplace
619;2/2/23;2/3/23;15;1414;Apartment
619;2/3/23;2/3/23;8;1766;Workplace
619;2/3/23;2/3/23;0;1414;Apartment
619;2/3/23;2/3/23;1;1798;Pub
619;2/3/23;2/3/23;0;1414;Apartment
619;2/3/23;2/3/23;2;1798;Pub
619;2/3/23;2/3/23;1;1414;Apartment
619;2/3/23;2/4/23;1;1342;Pub
619;2/4/23;2/4/23;0;448;Restaurant
619;2/4/23;2/4/23;1;1342;Pub
619;2/4/23;2/4/23;6;1414;Apartment
619;2/4/23;2/4/23;8;1766;Workplace
619;2/4/23;2/5/23;15;1414;Apartment
619;2/5/23;2/5/23;8;1766;Workplace
619;2/5/23;2/6/23;15;1414;Apartment
619;2/6/23;2/6/23;8;1766;Workplace
619;2/6/23;2/8/23;6;1414;Apartment
619;2/8/23;2/8/23;0;1803;Restaurant
619;2/8/23;2/9/23;8;1414;Apartment
619;2/9/23;2/9/23;8;1766;Workplace
619;2/9/23;2/10/23;15;1414;Apartment
619;2/10/23;2/10/23;8;1766;Workplace
619;2/10/23;2/11/23;15;1414;Apartment
619;2/11/23;2/11/23;8;1766;Workplace
619;2/11/23;2/11/23;0;1414;Apartment
619;2/11/23;2/11/23;1;1798;Pub
619;2/11/23;2/11/23;1;1414;Apartment
619;2/11/23;2/12/23;3;1344;Pub
619;2/12/23;2/12/23;8;1414;Apartment
619;2/12/23;2/12/23;8;1766;Workplace
619;2/12/23;2/12/23;0;1414;Apartment
619;2/12/23;2/12/23;2;1800;Pub
619;2/12/23;2/12/23;1;1414;Apartment
619;2/12/23;2/13/23;3;1344;Pub
619;2/13/23;2/13/23;8;1414;Apartment
619;2/13/23;2/13/23;8;1766;Workplace
619;2/13/23;2/13/23;0;1414;Apartment
619;2/13/23;2/13/23;2;1798;Pub
619;2/13/23;2/13/23;1;1414;Apartment
619;2/13/23;2/14/23;3;1342;Pub
619;2/14/23;2/14/23;0;1414;Apartment
619;2/14/23;2/14/23;0;1803;Restaurant
619;2/14/23;2/14/23;0;1414;Apartment
619;2/14/23;2/14/23;0;1798;Pub
619;2/14/23;2/14/23;7;1414;Apartment
619;2/14/23;2/14/23;3;1342;Pub
619;2/14/23;2/14/23;0;1414;Apartment
619;2/14/23;2/14/23;2;1798;Pub
619;2/14/23;2/14/23;0;1414;Apartment
619;2/14/23;2/14/23;1;1798;Pub
619;2/14/23;2/15/23;6;1414;Apartment
619;2/15/23;2/15/23;1;1798;Pub
619;2/15/23;2/15/23;6;1414;Apartment
619;2/15/23;2/15/23;0;1803;Restaurant
619;2/15/23;2/15/23;0;1414;Apartment
619;2/15/23;2/15/23;1;1799;Pub
619;2/15/23;2/15/23;0;1414;Apartment
619;2/15/23;2/15/23;0;1798;Pub
619;2/15/23;2/15/23;0;1414;Apartment
619;2/15/23;2/15/23;1;1798;Pub
619;2/15/23;2/15/23;0;1414;Apartment
