dt;venuetype;venueid;revenue;
4/16/23;Pub;892;1269,07666462;
4/10/22;Pub;1343;2031,31967899;
5/13/22;Pub;1798;392,54194114;
3/16/22;Pub;1344;3030,85030665;
7/30/22;Pub;1799;1355,161757835;
5/13/23;Pub;1800;1173,7872302;
3/5/23;Pub;1344;3457,8773258;
5/7/22;Pub;1799;1250,342616345;
11/26/22;Pub;442;910,92133825;
8/18/22;Pub;1798;658,08501897;
5/6/23;Pub;893;1023,99261285;
2/2/23;Pub;1800;459,3080466;
4/28/22;Pub;894;566,31566184;
10/4/22;Pub;442;231,8708861;
4/18/23;Pub;442;173,903164575;
12/19/22;Pub;1798;738,90247744;
2/9/23;Pub;892;151,35776734;
8/19/22;Pub;894;307,780251;
3/22/22;Pub;442;430,6173599;
6/26/22;Pub;1343;2420,7436589;
12/18/22;Pub;1800;1112,54615732;
8/13/22;Pub;1800;1612,68158584;
6/15/22;Pub;1798;519,54080445;
12/5/22;Pub;442;190,465370725;
5/4/22;Pub;444;679,41753966;
10/27/22;Pub;1798;369,45123872;
12/21/22;Pub;442;322,963019925;
5/11/23;Pub;442;314,68191685;
11/27/22;Pub;1344;3082,9267724;
5/23/22;Pub;443;282,36715716;
7/16/22;Pub;894;874,09591284;
11/3/22;Pub;1343;505,19867664;
5/7/23;Pub;892;1501,93476822;
5/7/23;Pub;1798;1396,98749641;
5/29/22;Pub;1344;2937,1126683;
4/4/22;Pub;443;301,61946333;
12/5/22;Pub;1342;1173,62303199;
2/2/23;Pub;894;307,780251;
2/6/23;Pub;1799;509,12154438;
5/20/23;Pub;892;873,2178885;
2/28/23;Pub;892;477,35911238;
4/22/22;Pub;1343;947,2475187;
10/7/22;Pub;1799;411,789484425;
9/7/22;Pub;444;402,61780128;
10/19/22;Pub;442;281,55750455;
10/26/22;Pub;1800;408,2738192;
3/15/22;Pub;1343;1210,37182945;
10/10/22;Pub;1799;449,2248921;
7/23/22;Pub;442;952,326853625;
2/8/23;Pub;1800;316,41220988;
11/3/22;Pub;1342;1329,16343382;
11/10/22;Pub;1800;561,3765014;
8/2/22;Pub;1800;326,61905536;
4/25/23;Pub;442;207,027576875;
5/1/23;Pub;1800;632,82441976;
5/6/22;Pub;894;443,20356144;
11/13/22;Pub;1798;1997,34575933;
4/19/23;Pub;442;223,589783025;
3/23/22;Pub;1800;775,72025648;
6/13/22;Pub;442;463,7417722;
3/28/23;Pub;1343;431,52386963;
7/30/22;Pub;892;954,71822476;
10/5/22;Pub;1343;547,29856636;
8/25/22;Pub;1798;831,26528712;
3/5/23;Pub;442;985,451265925;
7/7/22;Pub;443;333,70664028;
10/15/22;Pub;894;1292,6770542;
2/11/23;Pub;892;1187,57632836;
4/3/23;Pub;1342;1470,56379912;
3/21/22;Pub;1800;775,720256480001;
11/30/22;Pub;1343;589,39845608;
3/10/22;Pub;893;1498,88773765;
1/23/23;Pub;894;529,38203172;
3/31/22;Pub;442;505,147287575;
3/23/23;Pub;1800;520,54911948;
6/22/22;Pub;443;179,68819092;
10/28/22;Pub;1800;745,09972004;
9/28/22;Pub;1343;484,14873178;
5/25/23;Pub;894;;
1/22/23;Pub;442;960,607956699999;
5/22/22;Pub;442;952,326853625;
3/11/22;Pub;1799;913,423947270001;
10/2/22;Pub;442;968,889059775;
6/9/22;Pub;443;365,79381723;
4/12/23;Pub;893;415,5332342;
6/9/22;Pub;1798;900,53739438;
12/1/22;Pub;1800;602,20388332;
7/2/22;Pub;892;1315,64828534;
10/30/22;Pub;1342;3492,58902291001;
7/5/22;Pub;893;534,2570154;
12/23/22;Pub;894;418,58114136;
3/1/23;Pub;1800;367,44643728;
2/16/23;Pub;442;339,525226075;
10/8/22;Pub;1799;1070,652659505;
4/16/22;Pub;1798;1858,80154481;
12/22/22;Pub;443;250,27998021;
9/10/22;Pub;1344;3749,50553399999;
12/26/22;Pub;1799;269,53493526;
2/15/23;Pub;894;184,6681506;
12/30/22;Pub;1342;1258,46325117;
4/22/22;Pub;1799;606,453604335;
4/17/22;Pub;893;1988,6233351;
6/29/22;Pub;444;402,61780128;
11/28/22;Pub;1342;1442,28372606;
6/17/22;Pub;1798;600,35826292;
2/6/23;Pub;893;489,73559745;
5/20/22;Pub;1343;736,7480701;
3/31/23;Pub;442;223,589783025;
3/12/22;Pub;892;2829,22595874;
1/28/23;Pub;1798;1766,43873513;
3/11/22;Pub;1800;1194,20092116;
8/14/22;Pub;893;1988,6233351;
7/3/22;Pub;444;1119,78075981;
1/10/23;Pub;1799;426,763647495;
8/29/22;Pub;444;452,94502644;
4/30/22;Pub;1343;2273,39404488;
4/1/22;Pub;892;838,28917296;
10/25/22;Pub;444;176,14528806;
3/23/22;Pub;1342;2700,74697723;
3/24/23;Pub;1342;1244,32321464;
3/18/23;Pub;1343;2020,79470656;
12/6/22;Pub;1800;387,86012824;
2/18/23;Pub;1344;3645,3526025;
5/4/22;Pub;893;445,2141795;
3/3/23;Pub;1344;1520,6327999;
9/19/22;Pub;1344;1551,87867935;
4/15/23;Pub;1344;3509,95379155;
10/30/22;Pub;893;1350,48301115;
3/4/22;Pub;892;1979,2938806;
11/4/22;Pub;1799;389,32823982;
5/4/23;Pub;893;652,9807966;
12/24/22;Pub;1342;3860,22997269;
12/9/22;Pub;444;352,29057612;
7/17/22;Pub;442;1010,29457515;
12/31/22;Pub;1344;3384,97027375;
7/10/22;Pub;1343;1989,21978927;
5/11/22;Pub;892;465,7162072;
5/30/22;Pub;894;492,4484016;
6/5/22;Pub;1800;1878,05956832;
1/26/23;Pub;1344;1187,3434191;
4/29/22;Pub;1798;715,81177502;
3/10/23;Pub;1344;1260,25047115;
4/23/22;Pub;1342;4821,75245673;
10/12/22;Pub;893;415,5332342;
7/12/22;Pub;1799;217,125364515;
5/16/22;Pub;1799;396,815321355;
4/7/23;Pub;1800;520,54911948;
3/17/23;Pub;1798;634,99431655;
1/6/23;Pub;1342;1442,28372606;
10/29/22;Pub;1798;1558,62241335;
10/30/22;Pub;1343;1652,42067151;
4/26/23;Pub;892;349,2871554;
7/1/22;Pub;894;381,64751124;
12/1/22;Pub;1343;442,04884206;
4/28/22;Pub;1342;1965,46507767;
5/1/23;Pub;894;283,15783092;
8/7/22;Pub;1799;950,859354945001;
2/6/23;Pub;1798;577,2675605;
9/3/22;Pub;1343;1820,82023039;
4/14/22;Pub;1800;959,443475120001;
1/28/23;Pub;444;792,653796269999;
7/22/22;Pub;1800;581,79019236;
4/25/22;Pub;1342;1640,24423748;
4/6/22;Pub;893;549,09748805;
11/4/22;Pub;442;463,7417722;
8/16/22;Pub;893;534,2570154;
7/7/22;Pub;892;244,50100878;
5/28/22;Pub;1798;2158,98067627;
5/15/23;Pub;1800;418,48066468;
11/1/22;Pub;1799;194,66411991;
9/24/22;Pub;893;1780,856718;
3/28/22;Pub;1800;847,16817484;
11/15/22;Pub;1800;510,342274;
5/25/22;Pub;1343;463,09878692;
4/2/23;Pub;443;892,02351921;
3/21/23;Pub;892;267,78681914;
1/4/23;Pub;442;322,963019925;
7/2/22;Pub;1344;3916,1502244;
4/11/22;Pub;894;480,13719156;
6/30/22;Pub;1342;1201,90310505;
12/29/22;Pub;894;295,46904096;
3/28/22;Pub;443;352,95894645;
10/23/22;Pub;1343;2052,36962385;
7/13/22;Pub;1344;864,469331450001;
7/8/22;Pub;892;395,85877612;
6/16/22;Pub;1799;404,30240289;
6/16/22;Pub;442;306,400813775;
4/17/22;Pub;894;997,20801324;
12/7/22;Pub;893;474,8951248;
7/20/22;Pub;1342;876,68226486;
5/28/22;Pub;892;1164,290518;
9/6/22;Pub;1800;449,10120112;
1/31/23;Pub;893;281,96898035;
3/22/23;Pub;1799;329,43158754;
4/12/22;Pub;444;578,76308934;
9/19/22;Pub;442;331,244123;
5/14/23;Pub;1342;4284,43106859;
12/5/22;Pub;894;270,84662088;
3/14/22;Pub;442;513,42839065;
8/18/22;Pub;893;623,2998513;
7/13/22;Pub;442;281,55750455;
4/6/23;Pub;1799;314,45742447;
3/14/23;Pub;1798;334,81518509;
10/15/22;Pub;442;1209,04104895;
1/12/23;Pub;1342;1131,2029224;
10/5/22;Pub;443;173,27075553;
10/29/22;Pub;442;877,79692595;
5/4/23;Pub;894;418,58114136;
9/20/22;Pub;894;160,04573052;
8/28/22;Pub;894;1157,25374376;
6/3/22;Pub;444;490,69044531;
12/31/22;Pub;1799;995,781844155001;
2/2/23;Pub;1799;269,53493526;
3/7/23;Pub;1798;415,63264356;
4/23/22;Pub;444;1283,34424158;
11/2/22;Pub;1343;242,07436589;
9/23/22;Pub;892;465,7162072;
5/22/23;Pub;1342;1428,14368953;
5/8/22;Pub;443;795,76198836;
10/31/22;Pub;442;389,211844525;
3/10/22;Pub;894;923,340753;
1/19/23;Pub;1344;1229,0045917;
5/1/22;Pub;1342;3421,88884026001;
4/1/23;Pub;1344;3603,6914299;
7/5/22;Pub;1343;484,14873178;
5/1/22;Pub;1798;1962,7097057;
9/30/22;Pub;1800;571,58334688;
11/8/22;Pub;1342;1117,06288587;
7/9/22;Pub;893;2775,16838555;
6/30/22;Pub;892;279,42972432;
10/18/22;Pub;444;314,54515725;
3/3/23;Pub;893;311,64992565;
5/6/23;Pub;894;1169,5649538;
9/22/22;Pub;1799;351,892832145;
8/12/22;Pub;894;393,95872128;
3/19/23;Pub;1342;3648,12942474001;
8/30/22;Pub;1344;572,84112325;
3/5/23;Pub;1800;1765,78426804;
2/10/23;Pub;444;377,4541887;
6/24/22;Pub;893;474,8951248;
4/13/22;Pub;1342;2177,56562562;
5/5/23;Pub;444;415,19960757;
1/8/23;Pub;1800;1061,51192992;
3/19/22;Pub;1799;1901,71870989;
1/15/23;Pub;1344;4228,6090189;
8/6/22;Pub;444;968,79908433;
1/16/23;Pub;1799;419,27656596;
9/20/22;Pub;1800;428,68751016;
4/21/23;Pub;444;390,03599499;
7/12/22;Pub;893;430,37370685;
9/4/22;Pub;1342;3718,82960739001;
4/19/22;Pub;1798;623,44896534;
7/4/22;Pub;1343;431,52386963;
1/22/23;Pub;894;738,6726024;
8/6/22;Pub;892;1560,14929412;
9/5/22;Pub;443;282,36715716;
4/5/22;Pub;444;603,92670192;
11/25/22;Pub;444;515,85405789;
4/7/23;Pub;1799;374,35407675;
7/14/22;Pub;1342;1498,84387218;
10/7/22;Pub;1800;551,16965592;
3/24/22;Pub;1344;2447,59389025;
5/18/23;Pub;1800;653,23811072;
3/17/22;Pub;892;861,57498332;
5/31/22;Pub;1798;634,99431655;
1/13/23;Pub;893;445,2141795;
4/1/23;Pub;444;1082,03534094;
5/18/22;Pub;1798;646,53966776;
4/5/22;Pub;1344;1947,65981905;
7/5/22;Pub;892;465,7162072;
10/30/22;Pub;894;1034,14164336;
5/11/23;Pub;1799;404,30240289;
3/8/23;Pub;1798;692,7210726;
12/28/22;Pub;443;154,01844936;
6/10/22;Pub;1800;479,72173756;
1/31/23;Pub;892;326,00134504;
9/6/22;Pub;893;400,69276155;
2/25/23;Pub;1800;1684,1295042;
3/2/22;Pub;1344;4759,78896954999;
8/2/22;Pub;892;605,43106936;
8/12/22;Pub;444;339,70876983;
6/9/22;Pub;1800;387,86012824;
4/20/22;Pub;893;593,618906;
2/14/23;Pub;1344;864,46933145;
12/24/22;Pub;1344;3655,76789564999;
3/2/23;Pub;893;430,37370685;
4/17/23;Pub;1800;428,68751016;
12/28/22;Pub;1800;347,03274632;
9/24/22;Pub;1342;4072,33052064001;
4/24/22;Pub;893;1884,74002655;
4/24/23;Pub;1343;757,79801496;
3/20/23;Pub;893;578,77843335;
5/12/23;Pub;894;381,64751124;
1/23/23;Pub;892;442,43039684;
5/15/23;Pub;1342;1343,30347035;
5/21/22;Pub;444;1346,25327303;
3/16/23;Pub;1799;471,686136705;
3/8/22;Pub;444;729,74476482;
12/10/22;Pub;893;1825,37813595;
1/8/23;Pub;894;849,47349276;
3/6/22;Pub;1799;2418,327335805;
4/15/22;Pub;1344;1864,33747385;
10/3/22;Pub;444;603,92670192;
5/15/22;Pub;894;874,09591284;
8/22/22;Pub;1342;1470,56379912;
3/30/23;Pub;1799;554,04403359;
7/8/22;Pub;1344;1572,70926565;
12/16/22;Pub;443;352,95894645;
11/24/22;Pub;444;427,78141386;
5/8/23;Pub;442;231,8708861;
1/27/23;Pub;894;307,780251;
4/27/22;Pub;892;267,78681914;
12/27/22;Pub;442;273,276401475;
11/10/22;Pub;443;211,77536787;
4/26/23;Pub;443;147,60101397;
11/29/22;Pub;892;407,5016813;
12/5/22;Pub;443;211,77536787;
4/13/22;Pub;893;845,90694105;
8/19/22;Pub;444;415,19960757;
7/18/22;Pub;894;307,780251;
7/1/22;Pub;1342;1682,66434707;
9/26/22;Pub;1344;1145,6822465;
11/3/22;Pub;893;667,82126925;
10/5/22;Pub;1799;411,789484425;
2/25/23;Pub;443;981,86761467;
5/24/22;Pub;892;512,28782792;
12/7/22;Pub;1344;791,562279400001;
10/25/22;Pub;892;256,14391396;
6/7/22;Pub;443;295,20202794;
4/1/23;Pub;1799;1190,445964065;
9/16/22;Pub;443;410,71586496;
7/22/22;Pub;1799;524,09570745;
2/23/23;Pub;444;251,6361258;
7/11/22;Pub;1800;571,58334688;
6/27/22;Pub;893;385,8522889;
4/18/23;Pub;1343;294,69922804;
3/18/22;Pub;893;1127,8759214;
8/29/22;Pub;1798;912,08274559;
6/19/22;Pub;442;1018,575678225;
4/26/22;Pub;442;447,17956605;
7/27/22;Pub;893;742,0236325;
8/27/22;Pub;1342;4383,41132430001;
3/26/23;Pub;1798;1200,71652584;
2/7/23;Pub;1343;273,64928318;
3/12/22;Pub;442;2360,114376375;
3/9/23;Pub;1798;600,35826292;
3/26/22;Pub;442;1664,501718075;
4/11/22;Pub;893;460,05465215;
1/28/23;Pub;1343;2326,01890703;
1/19/23;Pub;892;326,00134504;
8/11/22;Pub;443;186,10562631;
11/6/22;Pub;892;1362,21990606;
9/26/22;Pub;444;377,4541887;
9/22/22;Pub;443;282,36715716;
1/30/23;Pub;1800;540,96281044;
1/26/23;Pub;1799;419,27656596;
1/17/23;Pub;1344;1041,529315;
7/14/22;Pub;1798;496,45010203;
11/6/22;Pub;893;1350,48301115;
9/30/22;Pub;1342;1456,42376259;
2/26/23;Pub;893;1543,4091556;
7/31/22;Pub;1798;1708,71197908;
10/13/22;Pub;1343;694,64818038;
11/30/22;Pub;892;384,21587094;
5/22/23;Pub;1344;1281,08105745;
4/6/22;Pub;1343;863,04773926;
12/8/22;Pub;894;184,6681506;
8/16/22;Pub;442;198,7464738;
4/1/22;Pub;1799;756,195235035;
1/31/23;Pub;1800;336,82590084;
11/25/22;Pub;892;756,7888367;
6/2/22;Pub;1800;561,3765014;
5/1/23;Pub;1344;1489,38692045;
4/20/22;Pub;894;492,4484016;
5/16/23;Pub;1799;314,45742447;
3/2/22;Pub;444;377,4541887;
9/9/22;Pub;444;402,61780128;
4/18/23;Pub;892;477,35911238;
3/20/23;Pub;1799;494,14738131;
4/22/22;Pub;1342;1866,48482196;
9/20/22;Pub;442;157,340958425;
8/12/22;Pub;892;454,07330202;
2/22/23;Pub;443;346,54151106;
11/11/22;Pub;443;160,43588475;
4/10/23;Pub;894;406,26993132;
4/22/23;Pub;1344;3176,66441075;
8/10/22;Pub;893;742,0236325;
3/21/22;Pub;894;480,13719156;
4/18/22;Pub;894;418,58114136;
3/27/22;Pub;442;1416,068625825;
4/9/23;Pub;893;1647,29246415;
10/28/22;Pub;1799;217,125364515;
1/25/23;Pub;894;209,29057068;
3/24/22;Pub;894;677,1165522;
9/13/22;Pub;1800;632,82441976;
4/19/23;Pub;893;371,01181625;
8/11/22;Pub;894;221,60178072;
10/1/22;Pub;442;1134,511121275;
3/24/22;Pub;892;1012,93275066;
12/26/22;Pub;1800;571,58334688;
5/13/22;Pub;894;775,60623252;
4/17/23;Pub;1342;1428,14368953;
3/9/23;Pub;893;578,77843335;
3/26/22;Pub;1798;2066,61786659;
2/21/23;Pub;442;215,30867995;
5/18/22;Pub;1344;760,31639995;
4/25/23;Pub;1342;1216,04314158;
4/3/23;Pub;892;477,35911238;
1/9/23;Pub;443;250,27998021;
10/28/22;Pub;1342;1414,003653;
6/28/22;Pub;894;147,73452048;
5/2/23;Pub;894;332,40267108;
3/11/22;Pub;444;830,39921514;
11/2/22;Pub;1799;262,047853725;
5/10/23;Pub;443;256,6974156;
5/4/22;Pub;1799;501,634462845;
2/1/23;Pub;1343;442,04884206;
2/25/23;Pub;1344;3020,4350135;
8/31/22;Pub;894;172,35694056;
5/3/22;Pub;1800;489,92858304;
3/13/23;Pub;893;430,37370685;
3/5/22;Pub;894;2573,04289836;
2/20/23;Pub;444;440,36322015;
5/10/23;Pub;894;123,1121004;
5/25/22;Pub;444;352,29057612;
4/29/23;Pub;442;753,580379825;
10/16/22;Pub;442;1449,193038125;
1/7/23;Pub;1342;3831,94989963001;
4/25/22;Pub;443;346,54151106;
10/9/22;Pub;1344;2458,0091834;
4/18/22;Pub;1342;1343,30347035;
1/1/23;Pub;442;869,515822875;
6/30/22;Pub;1344;1020,6987287;
10/26/22;Pub;1343;315,7491729;
4/20/22;Pub;443;301,61946333;
7/1/22;Pub;892;384,21587094;
6/24/22;Pub;1800;622,61757428;
10/2/22;Pub;1342;3563,28920556;
12/20/22;Pub;1344;999,868142400001;
9/6/22;Pub;444;276,79973838;
10/25/22;Pub;1800;357,2395918;
4/25/23;Pub;443;308,03689872;
4/6/23;Pub;1343;589,39845608;
5/17/22;Pub;892;582,145259;
1/15/23;Pub;1342;4326,85117818;
9/2/22;Pub;442;372,649638375;
3/3/22;Pub;1342;4114,75063023001;
10/14/22;Pub;894;258,53541084;
3/9/22;Pub;443;930,52813155;
1/27/23;Pub;442;356,087432225;
2/19/23;Pub;444;1094,61714723;
5/23/23;Pub;442;339,525226075;
12/8/22;Pub;1343;515,72364907;
12/30/22;Pub;1343;673,59823552;
8/23/22;Pub;444;541,01767047;
6/25/22;Pub;443;718,75276368;
10/15/22;Pub;1343;1799,77028553;
1/15/23;Pub;893;1825,37813595;
7/4/22;Pub;443;256,6974156;
3/10/22;Pub;442;745,29927675;
7/28/22;Pub;892;395,85877612;
1/23/23;Pub;1798;842,81063833;
6/21/22;Pub;442;190,465370725;
9/1/22;Pub;443;346,54151106;
1/26/23;Pub;444;352,29057612;
3/1/22;Pub;894;1785,1254558;
11/27/22;Pub;893;1454,3663197;
12/11/22;Pub;892;721,86012116;
11/24/22;Pub;1798;600,35826292;
12/28/22;Pub;1344;999,868142400001;
3/12/23;Pub;1799;1078,13974104;
2/14/23;Pub;442;215,30867995;
4/29/22;Pub;1343;768,32298739;
4/20/22;Pub;1342;1470,56379912;
7/4/22;Pub;892;477,35911238;
4/3/23;Pub;1343;452,57381449;
10/18/22;Pub;1799;247,073690655;
4/22/23;Pub;893;1261,44017525;
4/11/22;Pub;444;427,78141386;
6/10/22;Pub;1343;715,69812524;
6/23/22;Pub;442;447,17956605;
4/13/22;Pub;444;440,36322015;
3/25/23;Pub;444;893,30824659;
5/11/23;Pub;1798;554,17685808;
6/30/22;Pub;444;402,61780128;
6/11/22;Pub;1344;3957,811397;
12/20/22;Pub;893;311,64992565;
3/4/22;Pub;1344;3843,24317234999;
9/1/22;Pub;444;440,36322015;
3/31/23;Pub;443;237,44510943;
9/11/22;Pub;894;1304,98826424;
12/14/22;Pub;894;233,91299076;
7/9/22;Pub;894;1588,14609516;
4/23/23;Pub;892;1001,28984548;
2/7/23;Pub;443;147,60101397;
12/10/22;Pub;1800;1286,06253048;
6/3/22;Pub;442;463,7417722;
1/9/23;Pub;1344;968,622262950001;
3/14/23;Pub;1342;848,402191799999;
7/7/22;Pub;1798;773,53853107;
5/17/23;Pub;1343;231,54939346;
9/3/22;Pub;893;2508,03987785;
4/17/23;Pub;893;652,9807966;
3/19/23;Pub;892;1234,14794908;
6/15/22;Pub;893;489,73559745;
5/25/22;Pub;1342;919,10237445;
4/26/23;Pub;893;296,809453;
8/5/22;Pub;894;406,26993132;
6/20/22;Pub;892;407,5016813;
8/30/22;Pub;1342;904,962337919999;
9/25/22;Pub;1800;1265,64883952;
1/10/23;Pub;892;407,5016813;
4/14/23;Pub;1344;1187,3434191;
9/18/22;Pub;892;1560,14929412;
5/19/23;Pub;1343;652,54829066;
8/18/22;Pub;443;333,70664028;
3/17/23;Pub;892;547,21654346;
1/20/23;Pub;444;364,87238241;
1/1/23;Pub;1344;3374,5549806;
4/29/22;Pub;1342;1866,48482196;
9/28/22;Pub;444;364,87238241;
5/13/22;Pub;443;423,55073574;
9/1/22;Pub;1798;992,90020406;
10/6/22;Pub;1344;1072,77519445;
9/28/22;Pub;1800;336,82590084;
8/30/22;Pub;1798;565,72220929;
8/6/22;Pub;1344;3270,4020491;
6/2/22;Pub;892;419,14458648;
4/14/22;Pub;1343;599,92342851;
1/14/23;Pub;444;968,79908433;
3/10/22;Pub;1342;3478,44898638001;
5/3/23;Pub;442;231,8708861;
3/26/23;Pub;893;1216,9187573;
6/14/22;Pub;442;273,276401475;
8/22/22;Pub;1798;588,81291171;
10/24/22;Pub;1799;396,815321355;
1/20/23;Pub;893;460,05465215;
2/26/23;Pub;1342;3619,84935168001;
9/18/22;Pub;443;1052,45940396;
5/9/22;Pub;1343;578,87348365;
12/24/22;Pub;1800;2082,19647792;
5/28/22;Pub;442;919,202441325;
3/14/22;Pub;1800;704,27233812;
2/10/23;Pub;1800;510,342274;
12/30/22;Pub;1798;450,26869719;
2/8/23;Pub;1342;1385,72357994;
2/26/23;Pub;1799;1055,678496435;
1/6/23;Pub;893;474,8951248;
6/6/22;Pub;442;256,714195325;
11/10/22;Pub;1799;381,841158285;
4/30/22;Pub;1799;1355,161757835;
3/29/22;Pub;442;314,68191685;
9/20/22;Pub;1799;336,918669075;
5/22/23;Pub;442;331,244123;
5/14/23;Pub;444;968,799084329999;
4/13/23;Pub;1798;600,35826292;
1/23/23;Pub;1799;494,14738131;
4/11/23;Pub;1799;254,56077219;
2/13/23;Pub;892;547,21654346;
11/7/22;Pub;1798;669,63037018;
8/29/22;Pub;892;500,64492274;
11/18/22;Pub;1343;715,69812524;
7/26/22;Pub;1344;1114,43636705;
5/24/22;Pub;1342;848,402191799999;
9/26/22;Pub;893;578,77843335;
2/15/23;Pub;1344;916,545797200001;
3/21/22;Pub;442;505,147287575;
7/24/22;Pub;1799;1018,24308876;
5/10/22;Pub;1343;442,04884206;
6/17/22;Pub;442;488,585081425;
10/12/22;Pub;892;256,14391396;
8/3/22;Pub;893;608,45937865;
2/3/23;Pub;894;270,84662088;
8/20/22;Pub;893;1469,20679235;
3/26/23;Pub;1342;3294,62851149001;
5/9/23;Pub;1799;321,944506005;
4/18/23;Pub;1344;895,715210900001;
3/25/22;Pub;443;494,14252503;
5/7/22;Pub;893;2344,7946787;
4/22/23;Pub;894;1071,07527348;
8/17/22;Pub;1800;459,3080466;
11/4/22;Pub;1800;469,51489208;
4/7/23;Pub;893;504,5760701;
3/12/23;Pub;1342;4454,11150695;
10/17/22;Pub;1798;634,99431655;
3/24/22;Pub;1800;1030,89139348;
3/2/22;Pub;893;2329,95420605;
5/27/22;Pub;442;380,93074145;
4/30/22;Pub;892;1723,14996664;
9/9/22;Pub;1800;734,89287456;
9/13/22;Pub;443;141,18357858;
8/18/22;Pub;444;578,76308934;
3/23/23;Pub;892;197,92938806;
5/14/22;Pub;443;712,33532829;
2/11/23;Pub;1344;3291,2326354;
11/21/22;Pub;1344;1166,5128328;
4/27/22;Pub;1798;842,81063833;
5/6/22;Pub;1344;1812,2610081;
1/8/23;Pub;1799;1123,06223025;
9/13/22;Pub;1799;269,53493526;
3/2/23;Pub;442;405,774050675;
5/31/22;Pub;1343;442,04884206;
9/16/22;Pub;1799;262,047853725;
2/23/23;Pub;1798;658,08501897;
1/15/23;Pub;892;1234,14794908;
10/9/22;Pub;1343;1326,14652618;
5/8/22;Pub;894;775,60623252;
8/29/22;Pub;894;430,8923514;
7/21/22;Pub;442;215,30867995;
4/25/23;Pub;1800;347,03274632;
2/13/23;Pub;1344;1051,94460815;
9/6/22;Pub;443;173,27075553;
3/27/23;Pub;443;295,20202794;
1/29/23;Pub;1344;4280,68548465;
4/16/22;Pub;444;905,89005288;
10/9/22;Pub;1799;1070,652659505;
11/7/22;Pub;443;224,61023865;
10/31/22;Pub;1342;1286,74332423;
1/29/23;Pub;894;997,20801324;
10/2/22;Pub;1343;1589,27083693;
2/12/23;Pub;1799;950,859354945001;
12/19/22;Pub;894;406,26993132;
12/9/22;Pub;443;385,0461234;
4/7/22;Pub;1344;2385,10213135;
3/15/23;Pub;442;314,68191685;
5/9/22;Pub;1344;1104,0210739;
1/2/23;Pub;1799;479,17321824;
3/9/22;Pub;892;1315,64828534;
3/21/23;Pub;894;246,2242008;
3/18/23;Pub;1800;969,6503206;
1/10/23;Pub;1342;1003,94259363;
11/2/22;Pub;1344;1260,25047115;
5/19/23;Pub;1800;591,99703784;
3/20/23;Pub;443;333,70664028;
12/27/22;Pub;1798;380,99658993;
1/18/23;Pub;1344;791,562279400001;
3/25/23;Pub;894;898,71833292;
3/23/23;Pub;1344;1437,3104547;
3/25/22;Pub;1799;748,7081535;
7/1/22;Pub;1344;1104,0210739;
3/25/23;Pub;442;1209,04104895;
3/13/22;Pub;1800;2806,88250700001;
2/20/23;Pub;1799;554,04403359;
4/5/23;Pub;442;107,654339975;
4/10/22;Pub;1798;1454,71425246;
10/26/22;Pub;893;267,1285077;
1/5/23;Pub;894;295,46904096;
5/18/23;Pub;894;258,53541084;
3/7/22;Pub;1799;883,47562113;
4/26/23;Pub;442;289,838607625;
2/9/23;Pub;444;440,36322015;
4/1/23;Pub;892;1012,93275066;
3/15/22;Pub;1799;703,78566429;
11/20/22;Pub;1343;1547,17094721;
4/6/23;Pub;1798;438,72334598;
11/12/22;Pub;442;1059,9811936;
4/23/22;Pub;1798;1489,35030609;
5/19/23;Pub;1344;999,868142400001;
10/24/22;Pub;893;296,809453;
1/17/23;Pub;443;147,60101397;
5/13/22;Pub;892;698,5743108;
3/18/22;Pub;442;662,488246;
12/2/22;Pub;1800;459,3080466;
11/18/22;Pub;442;289,838607625;
10/1/22;Pub;1798;1835,71084239;
10/8/22;Pub;443;635,32610361;
7/13/22;Pub;892;337,64425022;
11/20/22;Pub;892;1117,71889728;
12/10/22;Pub;1799;613,94068587;
3/31/22;Pub;443;718,75276368;
12/16/22;Pub;1798;796,62923349;
7/29/22;Pub;1343;347,32409019;
3/22/23;Pub;1800;326,61905536;
11/24/22;Pub;892;372,57296576;
3/14/22;Pub;894;627,87171204;
7/10/22;Pub;1344;3666,1831888;
6/16/22;Pub;1800;489,92858304;
2/21/23;Pub;1798;496,45010203;
11/26/22;Pub;444;880,7264403;
4/13/23;Pub;443;288,78459255;
12/11/22;Pub;442;1151,073327425;
8/5/22;Pub;1344;1270,6657643;
8/29/22;Pub;893;890,428359;
1/27/23;Pub;1799;321,944506005;
6/20/22;Pub;1800;622,61757428;
4/3/22;Pub;894;1095,69769356;
6/22/22;Pub;442;248,43309225;
2/18/23;Pub;442;894,3591321;
3/4/23;Pub;1342;3690,54953433001;
7/25/22;Pub;1344;1343,57281635;
11/24/22;Pub;893;460,05465215;
6/18/22;Pub;894;1834,37029596;
3/13/23;Pub;1344;1666,446904;
3/14/22;Pub;893;875,58788635;
4/25/22;Pub;442;256,714195325;
1/11/23;Pub;893;341,33087095;
12/6/22;Pub;1342;1145,34295893;
3/7/23;Pub;1344;864,469331450001;
11/25/22;Pub;1799;396,815321355;
3/7/23;Pub;1343;210,4994486;
11/21/22;Pub;443;308,03689872;
11/25/22;Pub;1800;469,51489208;
4/2/22;Pub;1799;1669,619182305;
9/22/22;Pub;1800;898,20240224;
2/18/23;Pub;1798;1212,26187705;
