dt,venuetype,venueid,revenue
2022-06-21,Restaurant,1349,66.77999999999997
2022-06-21,Restaurant,1801,622.6299999999993
2022-06-21,Restaurant,1802,193.04000000000013
2022-06-21,Restaurant,1803,108.74999999999996
2022-06-21,Restaurant,1804,112.48000000000002
2022-06-21,Restaurant,1805,441.6099999999993
2022-06-22,Pub,442,248.4330922500001
2022-06-22,Pub,443,179.68819091999998
2022-06-22,Pub,444,490.6904453099998
2022-06-22,Pub,892,582.145259
2022-06-22,Pub,893,905.2688316500002
2022-06-22,Pub,894,172.35694056
2022-06-22,Pub,1342,1258.46325117
2022-06-22,Pub,1343,526.2486214999998
2022-06-22,Pub,1344,1041.529315000001
2022-06-22,Pub,1798,311.72448267000004
2022-06-22,Pub,1799,486.6602997749998
2022-06-22,Pub,1800,540.9628104400002
2022-06-22,Restaurant,445,97.85000000000002
2022-06-22,Restaurant,446,175.1399999999999
2022-06-22,Restaurant,447,457.8600000000003
2022-06-22,Restaurant,448,313.3899999999996
2022-06-22,Restaurant,449,434.3500000000008
2022-06-22,Restaurant,895,244.1999999999999
2022-06-22,Restaurant,896,257.8400000000003
2022-06-22,Restaurant,897,299.5199999999998
2022-06-22,Restaurant,898,151.92
2022-06-22,Restaurant,899,389.8499999999996
2022-06-22,Restaurant,1345,216.19999999999985
2022-06-22,Restaurant,1346,76.05
2022-06-22,Restaurant,1347,105.83999999999995
2022-06-22,Restaurant,1348,105.75000000000007
2022-06-22,Restaurant,1349,66.77999999999997
2022-06-22,Restaurant,1801,584.0599999999994
2022-06-22,Restaurant,1802,187.96000000000012
2022-06-22,Restaurant,1803,117.44999999999995
2022-06-22,Restaurant,1804,124.32000000000002
2022-06-22,Restaurant,1805,503.099999999999
2022-06-23,Pub,442,447.1795660499999
2022-06-23,Pub,443,423.55073574000005
2022-06-23,Pub,444,553.5994767599998
2022-06-23,Pub,892,314.35843986
2022-06-23,Pub,893,608.45937865
2022-06-23,Pub,894,283.15783092000004
2022-06-23,Pub,1342,1753.3645297200003
2022-06-23,Pub,1343,515.72364907
2022-06-23,Pub,1344,1437.3104547000019
2022-06-23,Pub,1798,669.6303701799999
2022-06-23,Pub,1799,464.19905516999967
2022-06-23,Pub,1800,734.8928745600006
2022-06-23,Restaurant,445,103.00000000000003
2022-06-23,Restaurant,446,175.1399999999999
2022-06-23,Restaurant,447,487.2100000000003
2022-06-23,Restaurant,448,309.3199999999996
2022-06-23,Restaurant,449,413.91000000000076
2022-06-23,Restaurant,895,253.0799999999999
2022-06-23,Restaurant,896,293.0000000000004
2022-06-23,Restaurant,897,328.31999999999977
2022-06-23,Restaurant,898,143.48
2022-06-23,Restaurant,899,418.0999999999995
2022-06-23,Restaurant,1345,206.79999999999987
2022-06-23,Restaurant,1346,81.89999999999999
2022-06-23,Restaurant,1347,114.65999999999994
2022-06-23,Restaurant,1348,63.45000000000003
2022-06-23,Restaurant,1349,62.00999999999998
2022-06-23,Restaurant,1801,688.7499999999992
2022-06-23,Restaurant,1802,198.12000000000015
2022-06-23,Restaurant,1803,86.99999999999999
2022-06-23,Restaurant,1804,142.07999999999998
2022-06-23,Restaurant,1805,452.7899999999992
2022-06-24,Pub,442,356.087432225
2022-06-24,Pub,443,282.36715716000003
2022-06-24,Pub,444,264.21793209000003
2022-06-24,Pub,892,430.7874916600002
2022-06-24,Pub,893,474.8951247999999
2022-06-24,Pub,894,517.0708216799999
2022-06-24,Pub,1342,1442.2837260600004
2022-06-24,Pub,1343,410.4739247699999
2022-06-24,Pub,1344,1291.4963506000013
2022-06-24,Pub,1798,369.45123872
2022-06-24,Pub,1799,396.8153213549998
2022-06-24,Pub,1800,622.6175742800002
2022-06-24,Restaurant,445,92.70000000000002
2022-06-24,Restaurant,446,175.1399999999999
2022-06-24,Restaurant,447,393.29000000000025
2022-06-24,Restaurant,448,297.1099999999996
2022-06-24,Restaurant,449,465.0100000000009
2022-06-24,Restaurant,895,235.3199999999999
2022-06-24,Restaurant,896,298.8600000000004
2022-06-24,Restaurant,897,362.8799999999997
2022-06-24,Restaurant,898,151.92
2022-06-24,Restaurant,899,395.4999999999996
2022-06-24,Restaurant,1345,187.99999999999991
2022-06-24,Restaurant,1346,81.89999999999999
2022-06-24,Restaurant,1347,119.06999999999994
2022-06-24,Restaurant,1348,84.60000000000005
2022-06-24,Restaurant,1349,62.00999999999998
2022-06-24,Restaurant,1801,633.6499999999993
2022-06-24,Restaurant,1802,203.20000000000016
2022-06-24,Restaurant,1803,86.99999999999999
2022-06-24,Restaurant,1804,118.40000000000002
2022-06-24,Restaurant,1805,447.19999999999925
2022-06-25,Pub,442,828.1103074999999
2022-06-25,Pub,443,718.7527636799998
2022-06-25,Pub,444,1031.7081157799996
2022-06-25,Pub,892,1292.3624749799992
2022-06-25,Pub,893,2107.347116300002
2022-06-25,Pub,894,1009.5192232799996
2022-06-25,Pub,1342,3464.308949850006
2022-06-25,Pub,1343,1926.0699546900019
2022-06-25,Pub,1344,3301.6479285499986
2022-06-25,Pub,1798,1547.0770621400018
2022-06-25,Pub,1799,1332.7005132300014
2022-06-25,Pub,1800,1673.9226587200012
2022-06-25,Restaurant,445,113.30000000000004
2022-06-25,Restaurant,446,137.61
2022-06-25,Restaurant,447,504.82000000000033
2022-06-25,Restaurant,448,240.1299999999997
2022-06-25,Restaurant,449,541.6600000000011
2022-06-25,Restaurant,895,399.59999999999985
2022-06-25,Restaurant,896,216.82000000000022
2022-06-25,Restaurant,897,645.1199999999993
2022-06-25,Restaurant,898,50.63999999999999
2022-06-25,Restaurant,899,282.50000000000006
2022-06-25,Restaurant,1345,441.79999999999933
2022-06-25,Restaurant,1346,58.50000000000001
2022-06-25,Restaurant,1347,26.46
2022-06-25,Restaurant,1348,135.36000000000007
2022-06-25,Restaurant,1349,28.619999999999997
2022-06-25,Restaurant,1801,424.2699999999996
2022-06-25,Restaurant,1802,162.56000000000006
2022-06-25,Restaurant,1803,169.6499999999999
2022-06-25,Restaurant,1804,384.80000000000007
2022-06-25,Restaurant,1805,436.0199999999993
2022-06-26,Pub,442,944.0457505499991
2022-06-26,Pub,443,705.9178929000003
2022-06-26,Pub,444,1031.70811578
2022-06-26,Pub,892,1443.7202423199997
2022-06-26,Pub,893,2374.475624000002
2022-06-26,Pub,894,1428.10036464
2022-06-26,Pub,1342,4751.052274080007
2022-06-26,Pub,1343,2420.743658900002
2022-06-26,Pub,1344,3895.319638099996
2022-06-26,Pub,1798,2182.0713786900023
2022-06-26,Pub,1799,846.0402134550005
2022-06-26,Pub,1800,1643.3021222800014
2022-06-26,Restaurant,445,56.64999999999999
2022-06-26,Restaurant,446,166.79999999999993
2022-06-26,Restaurant,447,516.5600000000003
2022-06-26,Restaurant,448,227.91999999999973
2022-06-26,Restaurant,449,531.4400000000011
2022-06-26,Restaurant,895,443.99999999999983
2022-06-26,Restaurant,896,140.64000000000004
2022-06-26,Restaurant,897,685.4399999999993
2022-06-26,Restaurant,898,59.07999999999999
2022-06-26,Restaurant,899,327.6999999999999
2022-06-26,Restaurant,1345,498.1999999999992
2022-06-26,Restaurant,1346,87.74999999999999
2022-06-26,Restaurant,1347,35.28
2022-06-26,Restaurant,1348,118.44000000000008
2022-06-26,Restaurant,1349,9.54
2022-06-26,Restaurant,1801,435.28999999999957
2022-06-26,Restaurant,1802,157.48000000000005
2022-06-26,Restaurant,1803,152.24999999999991
2022-06-26,Restaurant,1804,449.92000000000024
2022-06-26,Restaurant,1805,469.55999999999915
2022-06-27,Pub,442,347.80632915
2022-06-27,Pub,443,237.44510942999995
2022-06-27,Pub,444,402.6178012799999
2022-06-27,Pub,892,256.14391396
2022-06-27,Pub,893,385.8522889000001
2022-06-27,Pub,894,344.71388111999994
2022-06-27,Pub,1342,1668.5243105400002
2022-06-27,Pub,1343,673.5982355199999
2022-06-27,Pub,1344,1239.4198848500014
2022-06-27,Pub,1798,554.17685808
2022-06-27,Pub,1799,471.68613670499985
2022-06-27,Pub,1800,551.1696559200002
2022-06-27,Restaurant,445,97.85000000000002
2022-06-27,Restaurant,446,166.79999999999993
2022-06-27,Restaurant,447,481.3400000000003
2022-06-27,Restaurant,448,317.4599999999996
2022-06-27,Restaurant,449,444.57000000000085
2022-06-27,Restaurant,895,261.9599999999999
2022-06-27,Restaurant,896,310.58000000000044
2022-06-27,Restaurant,897,270.71999999999986
2022-06-27,Restaurant,898,143.48
2022-06-27,Restaurant,899,361.59999999999974
2022-06-27,Restaurant,1345,197.3999999999999
2022-06-27,Restaurant,1346,87.74999999999999
2022-06-27,Restaurant,1347,123.47999999999993
2022-06-27,Restaurant,1348,59.22000000000003
2022-06-27,Restaurant,1349,57.23999999999998
2022-06-27,Restaurant,1801,672.2199999999992
2022-06-27,Restaurant,1802,167.64000000000007
2022-06-27,Restaurant,1803,86.99999999999999
2022-06-27,Restaurant,1804,106.56000000000002
2022-06-27,Restaurant,1805,531.049999999999
2022-06-28,Pub,442,314.68191685
2022-06-28,Pub,443,179.68819091999998
2022-06-28,Pub,444,276.79973838
2022-06-28,Pub,892,419.1445864800002
2022-06-28,Pub,893,326.49039830000004
2022-06-28,Pub,894,147.73452048000001
2022-06-28,Pub,1342,1018.0826301599993
2022-06-28,Pub,1343,336.79911775999994
2022-06-28,Pub,1344,864.4693314500007
2022-06-28,Pub,1798,588.8129117100001
2022-06-28,Pub,1799,351.8928321449999
2022-06-28,Pub,1800,571.5833468800004
2022-06-28,Restaurant,445,103.00000000000003
2022-06-28,Restaurant,446,158.45999999999995
2022-06-28,Restaurant,447,422.64000000000027
2022-06-28,Restaurant,448,280.82999999999964
2022-06-28,Restaurant,449,403.69000000000074
2022-06-28,Restaurant,895,217.55999999999992
2022-06-28,Restaurant,896,310.58000000000044
2022-06-28,Restaurant,897,293.7599999999998
2022-06-28,Restaurant,898,151.92
2022-06-28,Restaurant,899,429.39999999999947
2022-06-28,Restaurant,1345,192.6999999999999
2022-06-28,Restaurant,1346,111.14999999999996
2022-06-28,Restaurant,1347,123.47999999999993
2022-06-28,Restaurant,1348,71.91000000000004
2022-06-28,Restaurant,1349,76.31999999999996
2022-06-28,Restaurant,1801,677.7299999999992
2022-06-28,Restaurant,1802,213.36000000000018
2022-06-28,Restaurant,1803,100.04999999999997
2022-06-28,Restaurant,1804,100.64000000000001
2022-06-28,Restaurant,1805,480.7399999999991
2022-06-29,Pub,442,306.4008137750001
2022-06-29,Pub,443,179.68819091999998
2022-06-29,Pub,444,402.6178012799999
2022-06-29,Pub,892,221.21519842000004
2022-06-29,Pub,893,178.0856718
2022-06-29,Pub,894,221.60178072000002
2022-06-29,Pub,1342,1399.86361647
2022-06-29,Pub,1343,599.92342851
2022-06-29,Pub,1344,1051.9446081500005
2022-06-29,Pub,1798,427.1779947700001
2022-06-29,Pub,1799,232.09952758499998
2022-06-29,Pub,1800,367.44643728000017
2022-06-29,Restaurant,445,103.00000000000003
2022-06-29,Restaurant,446,162.62999999999994
2022-06-29,Restaurant,447,422.64000000000027
2022-06-29,Restaurant,448,317.4599999999996
2022-06-29,Restaurant,449,419.0200000000008
2022-06-29,Restaurant,895,230.8799999999999
2022-06-29,Restaurant,896,322.30000000000047
2022-06-29,Restaurant,897,299.5199999999998
2022-06-29,Restaurant,898,147.7
2022-06-29,Restaurant,899,367.2499999999997
2022-06-29,Restaurant,1345,211.49999999999986
2022-06-29,Restaurant,1346,93.59999999999998
2022-06-29,Restaurant,1347,123.47999999999993
2022-06-29,Restaurant,1348,67.68000000000004
2022-06-29,Restaurant,1349,57.23999999999998
2022-06-29,Restaurant,1801,672.2199999999992
2022-06-29,Restaurant,1802,187.96000000000012
2022-06-29,Restaurant,1803,117.44999999999995
2022-06-29,Restaurant,1804,159.83999999999995
2022-06-29,Restaurant,1805,514.279999999999
2022-06-30,Pub,442,356.087432225
2022-06-30,Pub,443,263.11485099
2022-06-30,Pub,444,402.6178012799999
2022-06-30,Pub,892,279.42972432
2022-06-30,Pub,893,489.73559745
2022-06-30,Pub,894,270.84662088
2022-06-30,Pub,1342,1201.90310505
2022-06-30,Pub,1343,378.89900747999997
2022-06-30,Pub,1344,1020.698728700001
2022-06-30,Pub,1798,600.35826292
2022-06-30,Pub,1799,321.94450600499994
2022-06-30,Pub,1800,673.6518016800004
2022-06-30,Restaurant,445,103.00000000000003
2022-06-30,Restaurant,446,179.3099999999999
2022-06-30,Restaurant,447,428.5100000000003
2022-06-30,Restaurant,448,333.73999999999955
2022-06-30,Restaurant,449,485.45000000000095
2022-06-30,Restaurant,895,235.3199999999999
2022-06-30,Restaurant,896,287.1400000000004
2022-06-30,Restaurant,897,282.23999999999984
2022-06-30,Restaurant,898,143.48
2022-06-30,Restaurant,899,372.8999999999997
2022-06-30,Restaurant,1345,197.3999999999999
2022-06-30,Restaurant,1346,81.89999999999999
2022-06-30,Restaurant,1347,119.06999999999994
2022-06-30,Restaurant,1348,54.99000000000002
2022-06-30,Restaurant,1349,66.77999999999997
2022-06-30,Restaurant,1801,683.2399999999992
2022-06-30,Restaurant,1802,213.36000000000018
2022-06-30,Restaurant,1803,117.44999999999995
2022-06-30,Restaurant,1804,94.72000000000001
2022-06-30,Restaurant,1805,491.91999999999905
2022-07-01,apartment,1,768.16
2022-07-01,apartment,2,1014.55
2022-07-01,apartment,5,411.5
2022-07-01,apartment,9,433.45
2022-07-01,apartment,12,509.34
2022-07-01,apartment,13,601.7
2022-07-01,apartment,14,758.99
2022-07-01,apartment,16,681.2
2022-07-01,apartment,17,698.59
2022-07-01,apartment,18,419.73
2022-07-01,apartment,19,829.03
2022-07-01,apartment,20,1263.76
2022-07-01,apartment,22,696.8
2022-07-01,apartment,23,794.25
2022-07-01,apartment,26,740.7
2022-07-01,apartment,28,709.61
2022-07-01,apartment,30,1135.74
2022-07-01,apartment,31,749.32
2022-07-01,apartment,33,698.63
2022-07-01,apartment,35,1029.66
2022-07-01,apartment,38,839.46
2022-07-01,apartment,39,749.32
2022-07-01,apartment,41,790.08
2022-07-01,apartment,42,794.25
2022-07-01,apartment,44,1068.07
2022-07-01,apartment,46,818.89
2022-07-01,apartment,47,628.22
2022-07-01,apartment,49,428.87
2022-07-01,apartment,51,455.39
2022-07-01,apartment,52,751.67
2022-07-01,apartment,53,817.46
2022-07-01,apartment,54,749.32
2022-07-01,apartment,55,502.03
2022-07-01,apartment,56,808.97
2022-07-01,apartment,58,665.25
2022-07-01,apartment,59,379.49
2022-07-01,apartment,62,794.25
2022-07-01,apartment,64,1104.33
2022-07-01,apartment,66,1135.74
2022-07-01,apartment,69,514.83
2022-07-01,apartment,70,422.08
2022-07-01,apartment,72,395.04
2022-07-01,apartment,73,702.29
2022-07-01,apartment,74,846.42
2022-07-01,apartment,75,1562.73
2022-07-01,apartment,76,702.29
2022-07-01,apartment,80,550.49
2022-07-01,apartment,83,480.08
2022-07-01,apartment,84,376.75
2022-07-01,apartment,88,1014.55
2022-07-01,apartment,90,668.15
2022-07-01,apartment,91,560.9
2022-07-01,apartment,92,668.99
2022-07-01,apartment,93,726.13
2022-07-01,apartment,94,420.64
2022-07-01,apartment,95,429.79
2022-07-01,apartment,97,1013.2
2022-07-01,apartment,100,472.77
2022-07-01,apartment,101,562.35
2022-07-01,apartment,104,778.3
2022-07-01,apartment,105,778.3
2022-07-01,apartment,106,720.58
2022-07-01,apartment,107,955.13
2022-07-01,apartment,109,701.49
2022-07-01,apartment,111,642.06
2022-07-01,apartment,115,665.25
2022-07-01,apartment,121,724.24
2022-07-01,apartment,122,724.24
2022-07-01,apartment,124,794.25
2022-07-01,apartment,125,405.1
2022-07-01,apartment,126,452.65
2022-07-01,apartment,127,386.81
2022-07-01,apartment,132,794.25
2022-07-01,apartment,134,707.78
2022-07-01,apartment,135,1458.69
2022-07-01,apartment,136,1002.23
2022-07-01,apartment,137,1106.22
2022-07-01,apartment,139,778.3
2022-07-01,apartment,141,1301.56
2022-07-01,apartment,142,821.71
2022-07-01,apartment,144,433.45
2022-07-01,apartment,147,1121.11
2022-07-01,apartment,148,742.53
2022-07-01,apartment,151,554.01
2022-07-01,apartment,152,885.67
2022-07-01,apartment,153,351.15
2022-07-01,apartment,154,839.46
2022-07-01,apartment,155,419.73
2022-07-01,apartment,156,422.08
2022-07-01,apartment,159,1375.32
2022-07-01,apartment,161,366.69
2022-07-01,apartment,166,810.2
2022-07-01,apartment,168,749.32
2022-07-01,apartment,169,688.44
2022-07-01,apartment,171,768.16
2022-07-01,apartment,174,773.62
2022-07-01,apartment,175,441.68
2022-07-01,apartment,176,811.09
2022-07-01,apartment,177,366.69
2022-07-01,apartment,178,811.09
2022-07-01,apartment,180,1014.55
2022-07-01,apartment,181,673.03
2022-07-01,apartment,183,581.19
2022-07-01,apartment,184,760.91
2022-07-01,apartment,185,751.67
2022-07-01,apartment,186,567.87
2022-07-01,apartment,187,720.58
2022-07-01,apartment,188,749.32
2022-07-01,apartment,189,363.03
2022-07-01,apartment,190,1174.17
2022-07-01,apartment,191,742.53
2022-07-01,apartment,192,1075.42
2022-07-01,apartment,193,775.45
2022-07-01,apartment,195,523.06
2022-07-01,apartment,196,1556.36
2022-07-01,apartment,198,801.49
2022-07-01,apartment,202,1066.73
2022-07-01,apartment,203,421.56
2022-07-01,apartment,206,726.13
2022-07-01,apartment,209,1001.51
2022-07-01,apartment,213,360.29
2022-07-01,apartment,214,396.87
2022-07-01,apartment,215,626.12
2022-07-01,apartment,216,372.18
2022-07-01,apartment,219,778.3
2022-07-01,apartment,221,815.34
2022-07-01,apartment,229,724.24
2022-07-01,apartment,230,486.97
2022-07-01,apartment,231,801.49
2022-07-01,apartment,233,501.11
2022-07-01,apartment,235,452.65
2022-07-01,apartment,236,802.94
2022-07-01,apartment,240,821.17
2022-07-01,apartment,241,781.2
2022-07-01,apartment,243,600.03
2022-07-01,apartment,245,665.25
2022-07-01,apartment,250,419.73
2022-07-01,apartment,252,1130.71
2022-07-01,apartment,256,419.73
2022-07-01,apartment,257,1121.11
2022-07-01,apartment,261,1475.67
2022-07-01,apartment,263,1223.52
2022-07-01,apartment,265,1061.63
2022-07-01,apartment,266,687.0
2022-07-01,apartment,272,360.29
2022-07-01,apartment,273,586.99
2022-07-01,apartment,275,455.39
2022-07-01,apartment,276,571.05
2022-07-01,apartment,277,790.08
2022-07-01,apartment,279,665.25
2022-07-01,apartment,280,573.36
2022-07-01,apartment,281,900.05
2022-07-01,apartment,282,781.2
2022-07-01,apartment,284,829.03
2022-07-01,apartment,286,635.54
2022-07-01,apartment,288,715.98
2022-07-01,apartment,289,751.67
2022-07-01,apartment,291,556.55
2022-07-01,apartment,296,375.84
2022-07-01,apartment,297,749.32
2022-07-01,apartment,298,715.09
2022-07-01,apartment,299,1318.55
2022-07-01,apartment,301,573.95
2022-07-01,apartment,306,898.14
2022-07-01,apartment,307,850.82
2022-07-01,apartment,308,348.4
2022-07-01,apartment,309,573.95
2022-07-01,apartment,312,749.32
2022-07-01,apartment,314,419.73
2022-07-01,apartment,320,698.59
2022-07-01,apartment,321,1179.63
2022-07-01,apartment,322,846.42
2022-07-01,apartment,323,888.46
2022-07-01,apartment,325,914.44
2022-07-01,apartment,326,813.85
2022-07-01,apartment,327,406.93
2022-07-01,apartment,331,406.93
2022-07-01,apartment,334,823.0
2022-07-01,apartment,336,900.05
2022-07-01,apartment,341,433.45
2022-07-01,apartment,344,615.98
2022-07-01,apartment,345,516.66
2022-07-01,apartment,346,567.87
2022-07-01,apartment,349,715.09
2022-07-01,apartment,351,815.99
2022-07-01,apartment,352,696.8
2022-07-01,apartment,355,558.0
2022-07-01,apartment,356,945.53
2022-07-01,apartment,362,631.88
2022-07-01,apartment,365,698.59
2022-07-01,apartment,366,787.0
2022-07-01,apartment,367,720.58
2022-07-01,apartment,368,744.36
2022-07-01,apartment,370,793.74
2022-07-01,apartment,371,586.99
2022-07-01,apartment,372,829.03
2022-07-01,apartment,373,829.03
2022-07-01,apartment,376,872.51
2022-07-01,apartment,377,422.08
2022-07-01,apartment,378,1097.73
2022-07-01,apartment,451,427.93
2022-07-01,apartment,452,370.98
2022-07-01,apartment,453,388.88
2022-07-01,apartment,454,742.72
2022-07-01,apartment,456,381.91
2022-07-01,apartment,457,760.78
2022-07-01,apartment,458,409.92
2022-07-01,apartment,459,773.67
2022-07-01,apartment,460,465.35
2022-07-01,apartment,461,784.27
2022-07-01,apartment,463,887.14
2022-07-01,apartment,464,830.41
2022-07-01,apartment,465,465.35
2022-07-01,apartment,468,709.42
2022-07-01,apartment,470,416.54
2022-07-01,apartment,471,872.13
2022-07-01,apartment,476,791.98
2022-07-01,apartment,478,790.77
2022-07-01,apartment,479,773.67
2022-07-01,apartment,480,712.67
2022-07-01,apartment,481,719.51
2022-07-01,apartment,482,559.62
2022-07-01,apartment,485,691.15
2022-07-01,apartment,486,803.79
2022-07-01,apartment,487,1047.86
2022-07-01,apartment,488,654.76
2022-07-01,apartment,489,737.57
2022-07-01,apartment,491,719.51
2022-07-01,apartment,494,388.88
2022-07-01,apartment,496,644.97
2022-07-01,apartment,497,380.74
2022-07-01,apartment,500,803.92
2022-07-01,apartment,505,990.3
2022-07-01,apartment,506,507.5
2022-07-01,apartment,509,515.62
2022-07-01,apartment,510,993.62
2022-07-01,apartment,511,959.99
2022-07-01,apartment,512,741.96
2022-07-01,apartment,514,855.86
2022-07-01,apartment,515,519.05
2022-07-01,apartment,517,851.45
2022-07-01,apartment,519,499.52
2022-07-01,apartment,520,381.91
2022-07-01,apartment,523,370.98
2022-07-01,apartment,524,356.34
2022-07-01,apartment,525,465.35
2022-07-01,apartment,527,530.44
2022-07-01,apartment,528,456.39
2022-07-01,apartment,531,436.06
2022-07-01,apartment,532,559.62
2022-07-01,apartment,538,398.64
2022-07-01,apartment,541,761.49
2022-07-01,apartment,542,795.67
2022-07-01,apartment,543,719.18
2022-07-01,apartment,544,660.2
2022-07-01,apartment,547,761.49
2022-07-01,apartment,550,621.52
2022-07-01,apartment,551,1103.18
2022-07-01,apartment,552,813.86
2022-07-01,apartment,556,1088.3
2022-07-01,apartment,557,804.37
2022-07-01,apartment,561,499.52
2022-07-01,apartment,562,356.34
2022-07-01,apartment,564,823.61
2022-07-01,apartment,569,605.32
2022-07-01,apartment,570,530.44
2022-07-01,apartment,574,416.54
2022-07-01,apartment,575,1059.93
2022-07-01,apartment,576,807.18
2022-07-01,apartment,577,590.57
2022-07-01,apartment,579,1001.18
2022-07-01,apartment,582,475.11
2022-07-01,apartment,584,797.28
2022-07-01,apartment,590,515.62
2022-07-01,apartment,592,380.74
2022-07-01,apartment,594,737.57
2022-07-01,apartment,595,776.25
2022-07-01,apartment,596,999.04
2022-07-01,apartment,597,465.35
2022-07-01,apartment,598,825.25
2022-07-01,apartment,600,621.52
2022-07-01,apartment,601,691.52
2022-07-01,apartment,603,826.22
2022-07-01,apartment,605,819.83
2022-07-01,apartment,607,453.96
2022-07-01,apartment,608,372.61
2022-07-01,apartment,609,1088.3
2022-07-01,apartment,614,781.41
2022-07-01,apartment,615,493.01
2022-07-01,apartment,616,431.18
2022-07-01,apartment,618,431.18
2022-07-01,apartment,620,807.18
2022-07-01,apartment,621,439.32
2022-07-01,apartment,622,582.63
2022-07-01,apartment,627,803.79
2022-07-01,apartment,628,475.11
2022-07-01,apartment,638,390.51
2022-07-01,apartment,640,830.41
2022-07-01,apartment,641,587.99
2022-07-01,apartment,645,626.67
2022-07-01,apartment,649,603.46
2022-07-01,apartment,651,523.93
2022-07-01,apartment,652,719.51
2022-07-01,apartment,655,665.36
2022-07-01,apartment,660,380.74
2022-07-01,apartment,663,465.35
2022-07-01,apartment,664,719.51
2022-07-01,apartment,671,691.15
2022-07-01,apartment,672,808.5
2022-07-01,apartment,675,715.93
2022-07-01,apartment,677,667.94
2022-07-01,apartment,678,813.86
2022-07-01,apartment,679,603.46
2022-07-01,apartment,680,509.27
2022-07-01,apartment,682,580.25
2022-07-01,apartment,685,691.15
2022-07-01,apartment,687,413.11
2022-07-01,apartment,688,453.96
2022-07-01,apartment,691,800.54
2022-07-01,apartment,694,660.2
2022-07-01,apartment,695,999.04
2022-07-01,apartment,697,791.72
2022-07-01,apartment,700,530.44
2022-07-01,apartment,702,618.94
2022-07-01,apartment,703,715.93
2022-07-01,apartment,704,616.36
2022-07-01,apartment,705,761.49
2022-07-01,apartment,709,827.39
2022-07-01,apartment,710,741.96
2022-07-01,apartment,711,631.83
2022-07-01,apartment,712,616.36
2022-07-01,apartment,713,649.7
2022-07-01,apartment,715,509.27
2022-07-01,apartment,717,649.7
2022-07-01,apartment,718,418.17
2022-07-01,apartment,719,631.83
2022-07-01,apartment,720,761.49
2022-07-01,apartment,722,439.32
2022-07-01,apartment,723,603.46
2022-07-01,apartment,725,800.54
2022-07-01,apartment,726,819.83
2022-07-01,apartment,729,706.16
2022-07-01,apartment,733,678.25
2022-07-01,apartment,735,776.25
2022-07-01,apartment,736,636.99
2022-07-01,apartment,737,709.42
2022-07-01,apartment,740,722.44
2022-07-01,apartment,741,776.25
2022-07-01,apartment,747,370.98
2022-07-01,apartment,748,380.74
2022-07-01,apartment,751,819.83
2022-07-01,apartment,752,760.78
2022-07-01,apartment,754,636.99
2022-07-01,apartment,755,993.62
2022-07-01,apartment,756,761.49
2022-07-01,apartment,757,1247.35
2022-07-01,apartment,763,784.27
2022-07-01,apartment,764,587.99
2022-07-01,apartment,768,719.18
2022-07-01,apartment,769,761.49
2022-07-01,apartment,771,590.57
2022-07-01,apartment,774,649.7
2022-07-01,apartment,775,706.16
2022-07-01,apartment,776,715.93
2022-07-01,apartment,777,763.83
2022-07-01,apartment,779,825.25
2022-07-01,apartment,780,745.21
2022-07-01,apartment,781,784.27
2022-07-01,apartment,782,807.18
2022-07-01,apartment,784,855.86
2022-07-01,apartment,788,737.57
2022-07-01,apartment,791,519.05
2022-07-01,apartment,792,1018.54
2022-07-01,apartment,793,836.33
2022-07-01,apartment,794,603.46
2022-07-01,apartment,795,392.13
2022-07-01,apartment,797,840.72
2022-07-01,apartment,800,398.64
2022-07-01,apartment,801,761.49
2022-07-01,apartment,802,353.08
2022-07-01,apartment,806,822.67
2022-07-01,apartment,807,427.93
2022-07-01,apartment,809,421.42
2022-07-01,apartment,810,567.36
2022-07-01,apartment,812,423.05
2022-07-01,apartment,813,1373.28
2022-07-01,apartment,814,709.42
2022-07-01,apartment,815,706.16
2022-07-01,apartment,816,719.51
2022-07-01,apartment,818,719.51
2022-07-01,apartment,819,1088.3
2022-07-01,apartment,821,436.06
2022-07-01,apartment,823,706.16
2022-07-01,apartment,824,634.41
2022-07-01,apartment,825,431.18
2022-07-01,apartment,826,678.25
2022-07-01,apartment,827,395.39
2022-07-01,apartment,901,415.89
2022-07-01,apartment,903,793.53
2022-07-01,apartment,904,399.16
2022-07-01,apartment,905,628.86
2022-07-01,apartment,906,623.18
2022-07-01,apartment,907,788.75
2022-07-01,apartment,908,815.82
2022-07-01,apartment,909,602.34
2022-07-01,apartment,910,589.08
2022-07-01,apartment,913,359.72
2022-07-01,apartment,914,659.17
2022-07-01,apartment,916,824.14
2022-07-01,apartment,918,415.89
2022-07-01,apartment,920,731.39
2022-07-01,apartment,921,659.17
2022-07-01,apartment,922,824.14
2022-07-01,apartment,923,738.56
2022-07-01,apartment,924,623.18
2022-07-01,apartment,926,554.99
2022-07-01,apartment,928,554.99
2022-07-01,apartment,930,558.78
2022-07-01,apartment,934,577.72
2022-07-01,apartment,935,415.89
2022-07-01,apartment,936,779.19
2022-07-01,apartment,938,602.34
2022-07-01,apartment,941,415.89
2022-07-01,apartment,942,767.24
2022-07-01,apartment,943,991.92
2022-07-01,apartment,945,368.09
2022-07-01,apartment,946,659.17
2022-07-01,apartment,947,700.32
2022-07-01,apartment,948,786.08
2022-07-01,apartment,949,748.12
