dt_week_of_year,employerid,ts,employees_count
25.0,1293,2022-06-20,1.0
25.0,1294,2022-06-20,1.0
25.0,1295,2022-06-20,5.0
25.0,1296,2022-06-20,3.0
25.0,1297,2022-06-20,5.0
25.0,1298,2022-06-20,6.0
25.0,1299,2022-06-20,6.0
25.0,1300,2022-06-20,4.0
25.0,1301,2022-06-20,1.0
25.0,1302,2022-06-20,3.0
25.0,1303,2022-06-20,3.0
25.0,1304,2022-06-20,4.0
25.0,1305,2022-06-20,2.0
25.0,1306,2022-06-20,6.0
25.0,1307,2022-06-20,5.0
25.0,1308,2022-06-20,2.0
25.0,1309,2022-06-20,3.0
25.0,1310,2022-06-20,2.0
25.0,1311,2022-06-20,5.0
25.0,1312,2022-06-20,1.0
25.0,1313,2022-06-20,4.0
25.0,1314,2022-06-20,3.0
25.0,1315,2022-06-20,7.0
25.0,1316,2022-06-20,3.0
25.0,1317,2022-06-20,3.0
25.0,1318,2022-06-20,3.0
25.0,1319,2022-06-20,3.0
25.0,1320,2022-06-20,2.0
25.0,1321,2022-06-20,1.0
25.0,1322,2022-06-20,2.0
25.0,1323,2022-06-20,6.0
25.0,1324,2022-06-20,2.0
25.0,1325,2022-06-20,3.0
25.0,1326,2022-06-20,5.0
25.0,1327,2022-06-20,1.0
25.0,1328,2022-06-20,2.0
25.0,1329,2022-06-20,2.0
25.0,1330,2022-06-20,6.0
25.0,1331,2022-06-20,2.0
25.0,1332,2022-06-20,1.0
25.0,1333,2022-06-20,1.0
25.0,1334,2022-06-20,3.0
25.0,1335,2022-06-20,1.0
25.0,1336,2022-06-20,2.0
25.0,1337,2022-06-20,4.0
25.0,1338,2022-06-20,2.0
25.0,1339,2022-06-20,4.0
25.0,1340,2022-06-20,3.0
25.0,1341,2022-06-20,5.0
25.0,1734,2022-06-20,3.0
25.0,1735,2022-06-20,4.0
25.0,1736,2022-06-20,5.0
25.0,1737,2022-06-20,6.0
25.0,1738,2022-06-20,2.0
25.0,1739,2022-06-20,2.0
25.0,1740,2022-06-20,3.0
25.0,1741,2022-06-20,1.0
25.0,1742,2022-06-20,5.0
25.0,1743,2022-06-20,3.0
25.0,1744,2022-06-20,3.0
25.0,1745,2022-06-20,6.0
25.0,1746,2022-06-20,4.0
25.0,1747,2022-06-20,1.0
25.0,1748,2022-06-20,5.0
25.0,1749,2022-06-20,6.0
25.0,1750,2022-06-20,2.0
25.0,1751,2022-06-20,1.0
25.0,1752,2022-06-20,2.0
25.0,1753,2022-06-20,1.0
25.0,1754,2022-06-20,1.0
25.0,1755,2022-06-20,3.0
25.0,1756,2022-06-20,2.0
25.0,1757,2022-06-20,4.0
25.0,1758,2022-06-20,1.0
25.0,1759,2022-06-20,7.0
25.0,1760,2022-06-20,3.0
25.0,1761,2022-06-20,3.0
25.0,1762,2022-06-20,1.0
25.0,1763,2022-06-20,6.0
25.0,1764,2022-06-20,3.0
25.0,1765,2022-06-20,5.0
25.0,1766,2022-06-20,4.0
25.0,1767,2022-06-20,4.0
25.0,1768,2022-06-20,5.0
25.0,1769,2022-06-20,1.0
25.0,1770,2022-06-20,5.0
25.0,1771,2022-06-20,8.0
25.0,1772,2022-06-20,2.0
25.0,1773,2022-06-20,2.0
25.0,1774,2022-06-20,2.0
25.0,1775,2022-06-20,1.0
25.0,1776,2022-06-20,3.0
25.0,1777,2022-06-20,1.0
25.0,1778,2022-06-20,2.0
25.0,1779,2022-06-20,4.0
25.0,1780,2022-06-20,2.0
25.0,1781,2022-06-20,3.0
25.0,1782,2022-06-20,5.0
25.0,1783,2022-06-20,1.0
25.0,1784,2022-06-20,3.0
25.0,1785,2022-06-20,3.0
25.0,1786,2022-06-20,8.0
25.0,1787,2022-06-20,2.0
25.0,1788,2022-06-20,5.0
25.0,1789,2022-06-20,6.0
25.0,1790,2022-06-20,6.0
25.0,1791,2022-06-20,1.0
25.0,1792,2022-06-20,6.0
25.0,1793,2022-06-20,6.0
25.0,1794,2022-06-20,2.0
25.0,1795,2022-06-20,6.0
25.0,1796,2022-06-20,5.0
25.0,1797,2022-06-20,1.0
26.0,379,2022-06-27,1.0
26.0,381,2022-06-27,4.0
26.0,382,2022-06-27,4.0
26.0,383,2022-06-27,6.0
26.0,384,2022-06-27,3.0
26.0,385,2022-06-27,5.0
26.0,386,2022-06-27,5.0
26.0,387,2022-06-27,2.0
26.0,388,2022-06-27,5.0
26.0,389,2022-06-27,3.0
26.0,390,2022-06-27,3.0
26.0,391,2022-06-27,2.0
26.0,392,2022-06-27,3.0
26.0,393,2022-06-27,4.0
26.0,394,2022-06-27,1.0
26.0,395,2022-06-27,3.0
26.0,396,2022-06-27,7.0
26.0,397,2022-06-27,6.0
26.0,398,2022-06-27,4.0
26.0,399,2022-06-27,5.0
26.0,400,2022-06-27,2.0
26.0,401,2022-06-27,5.0
26.0,402,2022-06-27,4.0
26.0,403,2022-06-27,6.0
26.0,404,2022-06-27,1.0
26.0,405,2022-06-27,5.0
26.0,406,2022-06-27,6.0
26.0,407,2022-06-27,4.0
26.0,408,2022-06-27,6.0
26.0,409,2022-06-27,1.0
26.0,410,2022-06-27,4.0
26.0,411,2022-06-27,2.0
26.0,412,2022-06-27,2.0
26.0,413,2022-06-27,5.0
26.0,414,2022-06-27,5.0
26.0,415,2022-06-27,5.0
26.0,416,2022-06-27,4.0
26.0,417,2022-06-27,3.0
26.0,418,2022-06-27,4.0
26.0,419,2022-06-27,2.0
26.0,421,2022-06-27,5.0
26.0,422,2022-06-27,4.0
26.0,423,2022-06-27,5.0
26.0,424,2022-06-27,5.0
26.0,425,2022-06-27,4.0
26.0,426,2022-06-27,4.0
26.0,427,2022-06-27,5.0
26.0,428,2022-06-27,3.0
26.0,429,2022-06-27,5.0
26.0,430,2022-06-27,1.0
26.0,431,2022-06-27,1.0
26.0,432,2022-06-27,4.0
26.0,433,2022-06-27,1.0
26.0,434,2022-06-27,5.0
26.0,435,2022-06-27,5.0
26.0,436,2022-06-27,3.0
26.0,437,2022-06-27,7.0
26.0,438,2022-06-27,5.0
26.0,439,2022-06-27,6.0
26.0,440,2022-06-27,5.0
26.0,441,2022-06-27,5.0
26.0,829,2022-06-27,1.0
26.0,830,2022-06-27,4.0
26.0,831,2022-06-27,3.0
26.0,833,2022-06-27,3.0
26.0,834,2022-06-27,2.0
26.0,836,2022-06-27,2.0
26.0,837,2022-06-27,6.0
26.0,838,2022-06-27,4.0
26.0,839,2022-06-27,1.0
26.0,840,2022-06-27,3.0
26.0,841,2022-06-27,5.0
26.0,842,2022-06-27,3.0
26.0,843,2022-06-27,4.0
26.0,844,2022-06-27,1.0
26.0,845,2022-06-27,4.0
26.0,846,2022-06-27,1.0
26.0,847,2022-06-27,5.0
26.0,848,2022-06-27,1.0
26.0,849,2022-06-27,2.0
26.0,850,2022-06-27,4.0
26.0,851,2022-06-27,3.0
26.0,852,2022-06-27,4.0
26.0,853,2022-06-27,4.0
26.0,854,2022-06-27,3.0
26.0,855,2022-06-27,5.0
26.0,856,2022-06-27,3.0
26.0,857,2022-06-27,5.0
26.0,859,2022-06-27,5.0
26.0,860,2022-06-27,1.0
26.0,861,2022-06-27,2.0
26.0,862,2022-06-27,3.0
26.0,863,2022-06-27,4.0
26.0,864,2022-06-27,3.0
26.0,865,2022-06-27,5.0
26.0,866,2022-06-27,2.0
26.0,867,2022-06-27,5.0
26.0,868,2022-06-27,6.0
26.0,869,2022-06-27,4.0
26.0,870,2022-06-27,4.0
26.0,871,2022-06-27,5.0
26.0,872,2022-06-27,3.0
26.0,873,2022-06-27,6.0
26.0,874,2022-06-27,6.0
26.0,875,2022-06-27,1.0
26.0,876,2022-06-27,7.0
26.0,877,2022-06-27,8.0
26.0,878,2022-06-27,6.0
26.0,879,2022-06-27,2.0
26.0,880,2022-06-27,3.0
26.0,881,2022-06-27,2.0
26.0,882,2022-06-27,2.0
26.0,883,2022-06-27,8.0
26.0,884,2022-06-27,1.0
26.0,885,2022-06-27,5.0
26.0,886,2022-06-27,3.0
26.0,887,2022-06-27,5.0
26.0,888,2022-06-27,3.0
26.0,889,2022-06-27,2.0
26.0,890,2022-06-27,1.0
26.0,891,2022-06-27,5.0
26.0,1279,2022-06-27,3.0
26.0,1280,2022-06-27,2.0
26.0,1281,2022-06-27,4.0
26.0,1282,2022-06-27,3.0
26.0,1283,2022-06-27,6.0
26.0,1284,2022-06-27,4.0
26.0,1285,2022-06-27,6.0
26.0,1286,2022-06-27,5.0
26.0,1287,2022-06-27,4.0
26.0,1288,2022-06-27,3.0
26.0,1289,2022-06-27,4.0
26.0,1290,2022-06-27,2.0
26.0,1291,2022-06-27,5.0
26.0,1292,2022-06-27,2.0
26.0,1293,2022-06-27,1.0
26.0,1294,2022-06-27,1.0
26.0,1295,2022-06-27,5.0
26.0,1296,2022-06-27,3.0
26.0,1297,2022-06-27,5.0
26.0,1298,2022-06-27,6.0
26.0,1299,2022-06-27,6.0
26.0,1300,2022-06-27,4.0
26.0,1301,2022-06-27,1.0
26.0,1302,2022-06-27,3.0
26.0,1303,2022-06-27,3.0
26.0,1304,2022-06-27,4.0
26.0,1305,2022-06-27,2.0
26.0,1306,2022-06-27,6.0
26.0,1307,2022-06-27,5.0
26.0,1308,2022-06-27,2.0
26.0,1309,2022-06-27,3.0
26.0,1310,2022-06-27,2.0
26.0,1311,2022-06-27,5.0
26.0,1312,2022-06-27,1.0
26.0,1313,2022-06-27,4.0
26.0,1314,2022-06-27,3.0
26.0,1315,2022-06-27,7.0
26.0,1316,2022-06-27,3.0
26.0,1317,2022-06-27,3.0
26.0,1318,2022-06-27,3.0
26.0,1319,2022-06-27,3.0
26.0,1320,2022-06-27,2.0
26.0,1321,2022-06-27,1.0
26.0,1322,2022-06-27,2.0
26.0,1323,2022-06-27,6.0
26.0,1324,2022-06-27,2.0
26.0,1325,2022-06-27,3.0
26.0,1326,2022-06-27,5.0
26.0,1327,2022-06-27,1.0
26.0,1328,2022-06-27,2.0
26.0,1329,2022-06-27,2.0
26.0,1330,2022-06-27,6.0
26.0,1331,2022-06-27,2.0
26.0,1332,2022-06-27,1.0
26.0,1333,2022-06-27,1.0
26.0,1334,2022-06-27,3.0
26.0,1335,2022-06-27,1.0
26.0,1336,2022-06-27,2.0
26.0,1337,2022-06-27,4.0
26.0,1338,2022-06-27,2.0
26.0,1339,2022-06-27,4.0
26.0,1340,2022-06-27,3.0
26.0,1341,2022-06-27,5.0
26.0,1734,2022-06-27,3.0
26.0,1735,2022-06-27,4.0
26.0,1736,2022-06-27,5.0
26.0,1737,2022-06-27,6.0
26.0,1738,2022-06-27,2.0
26.0,1739,2022-06-27,2.0
26.0,1740,2022-06-27,3.0
26.0,1741,2022-06-27,1.0
26.0,1742,2022-06-27,5.0
26.0,1743,2022-06-27,3.0
26.0,1744,2022-06-27,3.0
26.0,1745,2022-06-27,6.0
26.0,1746,2022-06-27,4.0
26.0,1747,2022-06-27,1.0
26.0,1748,2022-06-27,5.0
26.0,1749,2022-06-27,6.0
26.0,1750,2022-06-27,2.0
26.0,1751,2022-06-27,1.0
26.0,1752,2022-06-27,2.0
26.0,1753,2022-06-27,1.0
26.0,1754,2022-06-27,1.0
26.0,1755,2022-06-27,3.0
26.0,1756,2022-06-27,2.0
26.0,1757,2022-06-27,4.0
26.0,1758,2022-06-27,1.0
26.0,1759,2022-06-27,7.0
26.0,1760,2022-06-27,3.0
26.0,1761,2022-06-27,3.0
26.0,1762,2022-06-27,1.0
26.0,1763,2022-06-27,6.0
26.0,1764,2022-06-27,3.0
26.0,1765,2022-06-27,5.0
26.0,1766,2022-06-27,4.0
26.0,1767,2022-06-27,4.0
26.0,1768,2022-06-27,5.0
26.0,1769,2022-06-27,1.0
26.0,1770,2022-06-27,5.0
26.0,1771,2022-06-27,8.0
26.0,1772,2022-06-27,2.0
26.0,1773,2022-06-27,2.0
26.0,1774,2022-06-27,2.0
26.0,1775,2022-06-27,1.0
26.0,1776,2022-06-27,3.0
26.0,1777,2022-06-27,1.0
26.0,1778,2022-06-27,2.0
26.0,1779,2022-06-27,4.0
26.0,1780,2022-06-27,2.0
26.0,1781,2022-06-27,3.0
26.0,1782,2022-06-27,5.0
26.0,1783,2022-06-27,1.0
26.0,1784,2022-06-27,3.0
26.0,1785,2022-06-27,3.0
26.0,1786,2022-06-27,8.0
26.0,1787,2022-06-27,2.0
26.0,1788,2022-06-27,5.0
26.0,1789,2022-06-27,6.0
26.0,1790,2022-06-27,6.0
26.0,1791,2022-06-27,1.0
26.0,1792,2022-06-27,6.0
26.0,1793,2022-06-27,6.0
26.0,1794,2022-06-27,2.0
26.0,1795,2022-06-27,6.0
26.0,1796,2022-06-27,5.0
26.0,1797,2022-06-27,1.0
27.0,379,2022-07-04,1.0
27.0,381,2022-07-04,4.0
27.0,382,2022-07-04,4.0
27.0,383,2022-07-04,6.0
27.0,384,2022-07-04,3.0
27.0,385,2022-07-04,5.0
27.0,386,2022-07-04,5.0
27.0,387,2022-07-04,2.0
27.0,388,2022-07-04,5.0
27.0,389,2022-07-04,3.0
27.0,390,2022-07-04,3.0
27.0,391,2022-07-04,2.0
27.0,392,2022-07-04,3.0
27.0,393,2022-07-04,4.0
27.0,394,2022-07-04,1.0
27.0,395,2022-07-04,3.0
27.0,396,2022-07-04,7.0
27.0,397,2022-07-04,6.0
27.0,398,2022-07-04,4.0
27.0,399,2022-07-04,5.0
27.0,400,2022-07-04,2.0
27.0,401,2022-07-04,5.0
27.0,402,2022-07-04,4.0
27.0,403,2022-07-04,6.0
27.0,404,2022-07-04,1.0
27.0,405,2022-07-04,5.0
27.0,406,2022-07-04,6.0
27.0,407,2022-07-04,4.0
27.0,408,2022-07-04,6.0
27.0,409,2022-07-04,1.0
27.0,410,2022-07-04,4.0
27.0,411,2022-07-04,2.0
27.0,412,2022-07-04,2.0
27.0,413,2022-07-04,5.0
27.0,414,2022-07-04,5.0
27.0,415,2022-07-04,5.0
27.0,416,2022-07-04,4.0
27.0,417,2022-07-04,3.0
27.0,418,2022-07-04,4.0
27.0,419,2022-07-04,2.0
27.0,421,2022-07-04,5.0
27.0,422,2022-07-04,4.0
27.0,423,2022-07-04,5.0
27.0,424,2022-07-04,5.0
27.0,425,2022-07-04,4.0
27.0,426,2022-07-04,4.0
27.0,427,2022-07-04,5.0
27.0,428,2022-07-04,3.0
27.0,429,2022-07-04,5.0
27.0,430,2022-07-04,1.0
27.0,431,2022-07-04,1.0
27.0,432,2022-07-04,4.0
27.0,433,2022-07-04,1.0
27.0,434,2022-07-04,5.0
27.0,435,2022-07-04,5.0
27.0,436,2022-07-04,3.0
27.0,437,2022-07-04,7.0
27.0,438,2022-07-04,5.0
27.0,439,2022-07-04,6.0
27.0,440,2022-07-04,5.0
27.0,441,2022-07-04,5.0
27.0,829,2022-07-04,1.0
27.0,830,2022-07-04,4.0
27.0,831,2022-07-04,3.0
27.0,833,2022-07-04,3.0
27.0,834,2022-07-04,2.0
27.0,836,2022-07-04,2.0
27.0,837,2022-07-04,6.0
27.0,838,2022-07-04,4.0
27.0,839,2022-07-04,1.0
27.0,840,2022-07-04,3.0
27.0,841,2022-07-04,5.0
27.0,842,2022-07-04,3.0
27.0,843,2022-07-04,4.0
27.0,844,2022-07-04,1.0
27.0,845,2022-07-04,4.0
27.0,846,2022-07-04,1.0
27.0,847,2022-07-04,5.0
27.0,848,2022-07-04,1.0
27.0,849,2022-07-04,2.0
27.0,850,2022-07-04,4.0
27.0,851,2022-07-04,3.0
27.0,852,2022-07-04,4.0
27.0,853,2022-07-04,4.0
27.0,854,2022-07-04,3.0
27.0,855,2022-07-04,5.0
27.0,856,2022-07-04,3.0
27.0,857,2022-07-04,5.0
27.0,859,2022-07-04,5.0
27.0,860,2022-07-04,1.0
27.0,861,2022-07-04,2.0
27.0,862,2022-07-04,3.0
27.0,863,2022-07-04,4.0
27.0,864,2022-07-04,3.0
27.0,865,2022-07-04,5.0
27.0,866,2022-07-04,2.0
27.0,867,2022-07-04,5.0
27.0,868,2022-07-04,6.0
27.0,869,2022-07-04,4.0
27.0,870,2022-07-04,4.0
27.0,871,2022-07-04,5.0
27.0,872,2022-07-04,3.0
27.0,873,2022-07-04,6.0
27.0,874,2022-07-04,6.0
27.0,875,2022-07-04,1.0
27.0,876,2022-07-04,7.0
27.0,877,2022-07-04,8.0
27.0,878,2022-07-04,6.0
27.0,879,2022-07-04,2.0
27.0,880,2022-07-04,3.0
27.0,881,2022-07-04,2.0
27.0,882,2022-07-04,2.0
27.0,883,2022-07-04,8.0
27.0,884,2022-07-04,1.0
27.0,885,2022-07-04,5.0
27.0,886,2022-07-04,3.0
27.0,887,2022-07-04,5.0
27.0,888,2022-07-04,3.0
27.0,889,2022-07-04,2.0
27.0,890,2022-07-04,1.0
27.0,891,2022-07-04,5.0
27.0,1279,2022-07-04,3.0
27.0,1280,2022-07-04,2.0
27.0,1281,2022-07-04,4.0
27.0,1282,2022-07-04,3.0
27.0,1283,2022-07-04,6.0
27.0,1284,2022-07-04,4.0
27.0,1285,2022-07-04,6.0
27.0,1286,2022-07-04,5.0
27.0,1287,2022-07-04,4.0
27.0,1288,2022-07-04,3.0
27.0,1289,2022-07-04,4.0
27.0,1290,2022-07-04,2.0
27.0,1291,2022-07-04,5.0
27.0,1292,2022-07-04,2.0
27.0,1293,2022-07-04,1.0
27.0,1294,2022-07-04,1.0
27.0,1295,2022-07-04,5.0
27.0,1296,2022-07-04,3.0
27.0,1297,2022-07-04,5.0
27.0,1298,2022-07-04,6.0
27.0,1299,2022-07-04,6.0
27.0,1300,2022-07-04,4.0
27.0,1301,2022-07-04,1.0
27.0,1302,2022-07-04,3.0
27.0,1303,2022-07-04,3.0
27.0,1304,2022-07-04,4.0
27.0,1305,2022-07-04,2.0
27.0,1306,2022-07-04,6.0
27.0,1307,2022-07-04,5.0
27.0,1308,2022-07-04,2.0
27.0,1309,2022-07-04,3.0
27.0,1310,2022-07-04,2.0
27.0,1311,2022-07-04,5.0
27.0,1312,2022-07-04,1.0
27.0,1313,2022-07-04,4.0
27.0,1314,2022-07-04,3.0
27.0,1315,2022-07-04,7.0
27.0,1316,2022-07-04,3.0
27.0,1317,2022-07-04,3.0
27.0,1318,2022-07-04,3.0
27.0,1319,2022-07-04,3.0
27.0,1320,2022-07-04,2.0
27.0,1321,2022-07-04,1.0
27.0,1322,2022-07-04,2.0
27.0,1323,2022-07-04,6.0
27.0,1324,2022-07-04,2.0
27.0,1325,2022-07-04,3.0
27.0,1326,2022-07-04,5.0
27.0,1327,2022-07-04,1.0
27.0,1328,2022-07-04,2.0
27.0,1329,2022-07-04,2.0
27.0,1330,2022-07-04,6.0
27.0,1331,2022-07-04,2.0
27.0,1332,2022-07-04,1.0
27.0,1333,2022-07-04,1.0
27.0,1334,2022-07-04,3.0
27.0,1335,2022-07-04,1.0
27.0,1336,2022-07-04,2.0
27.0,1337,2022-07-04,4.0
27.0,1338,2022-07-04,2.0
27.0,1339,2022-07-04,4.0
27.0,1340,2022-07-04,3.0
27.0,1341,2022-07-04,5.0
27.0,1734,2022-07-04,3.0
27.0,1735,2022-07-04,4.0
27.0,1736,2022-07-04,5.0
27.0,1737,2022-07-04,6.0
27.0,1738,2022-07-04,2.0
27.0,1739,2022-07-04,2.0
27.0,1740,2022-07-04,3.0
27.0,1741,2022-07-04,1.0
27.0,1742,2022-07-04,5.0
27.0,1743,2022-07-04,3.0
27.0,1744,2022-07-04,3.0
27.0,1745,2022-07-04,6.0
27.0,1746,2022-07-04,4.0
27.0,1747,2022-07-04,1.0
27.0,1748,2022-07-04,5.0
27.0,1749,2022-07-04,6.0
27.0,1750,2022-07-04,2.0
27.0,1751,2022-07-04,1.0
27.0,1752,2022-07-04,2.0
27.0,1753,2022-07-04,1.0
27.0,1754,2022-07-04,1.0
27.0,1755,2022-07-04,3.0
27.0,1756,2022-07-04,2.0
27.0,1757,2022-07-04,4.0
27.0,1758,2022-07-04,1.0
27.0,1759,2022-07-04,7.0
27.0,1760,2022-07-04,3.0
27.0,1761,2022-07-04,3.0
27.0,1762,2022-07-04,1.0
27.0,1763,2022-07-04,6.0
27.0,1764,2022-07-04,3.0
27.0,1765,2022-07-04,5.0
27.0,1766,2022-07-04,4.0
27.0,1767,2022-07-04,4.0
27.0,1768,2022-07-04,5.0
27.0,1769,2022-07-04,1.0
27.0,1770,2022-07-04,5.0
27.0,1771,2022-07-04,8.0
27.0,1772,2022-07-04,2.0
27.0,1773,2022-07-04,2.0
27.0,1774,2022-07-04,2.0
27.0,1775,2022-07-04,1.0
27.0,1776,2022-07-04,3.0
27.0,1777,2022-07-04,1.0
27.0,1778,2022-07-04,2.0
27.0,1779,2022-07-04,4.0
27.0,1780,2022-07-04,2.0
27.0,1781,2022-07-04,3.0
27.0,1782,2022-07-04,5.0
27.0,1783,2022-07-04,1.0
27.0,1784,2022-07-04,3.0
27.0,1785,2022-07-04,3.0
27.0,1786,2022-07-04,8.0
27.0,1787,2022-07-04,2.0
27.0,1788,2022-07-04,5.0
27.0,1789,2022-07-04,6.0
27.0,1790,2022-07-04,6.0
27.0,1791,2022-07-04,1.0
27.0,1792,2022-07-04,6.0
27.0,1793,2022-07-04,6.0
27.0,1794,2022-07-04,2.0
27.0,1795,2022-07-04,6.0
27.0,1796,2022-07-04,5.0
27.0,1797,2022-07-04,1.0
28.0,379,2022-07-11,1.0
28.0,381,2022-07-11,4.0
28.0,382,2022-07-11,4.0
28.0,383,2022-07-11,6.0
28.0,384,2022-07-11,3.0
28.0,385,2022-07-11,5.0
28.0,386,2022-07-11,5.0
28.0,387,2022-07-11,2.0
28.0,388,2022-07-11,5.0
28.0,389,2022-07-11,3.0
28.0,390,2022-07-11,3.0
28.0,391,2022-07-11,2.0
28.0,392,2022-07-11,3.0
28.0,393,2022-07-11,4.0
28.0,394,2022-07-11,1.0
28.0,395,2022-07-11,3.0
28.0,396,2022-07-11,7.0
28.0,397,2022-07-11,6.0
28.0,398,2022-07-11,4.0
28.0,399,2022-07-11,5.0
28.0,400,2022-07-11,2.0
28.0,401,2022-07-11,5.0
28.0,402,2022-07-11,4.0
28.0,403,2022-07-11,6.0
28.0,404,2022-07-11,1.0
28.0,405,2022-07-11,5.0
28.0,406,2022-07-11,6.0
28.0,407,2022-07-11,4.0
28.0,408,2022-07-11,6.0
28.0,409,2022-07-11,1.0
28.0,410,2022-07-11,4.0
28.0,411,2022-07-11,2.0
28.0,412,2022-07-11,2.0
28.0,413,2022-07-11,5.0
28.0,414,2022-07-11,5.0
28.0,415,2022-07-11,5.0
28.0,416,2022-07-11,4.0
28.0,417,2022-07-11,3.0
28.0,418,2022-07-11,4.0
28.0,419,2022-07-11,2.0
28.0,421,2022-07-11,5.0
28.0,422,2022-07-11,4.0
28.0,423,2022-07-11,5.0
28.0,424,2022-07-11,5.0
28.0,425,2022-07-11,4.0
28.0,426,2022-07-11,4.0
28.0,427,2022-07-11,5.0
28.0,428,2022-07-11,3.0
28.0,429,2022-07-11,5.0
28.0,430,2022-07-11,1.0
28.0,431,2022-07-11,1.0
28.0,432,2022-07-11,4.0
28.0,433,2022-07-11,1.0
28.0,434,2022-07-11,5.0
28.0,435,2022-07-11,5.0
28.0,436,2022-07-11,3.0
28.0,437,2022-07-11,7.0
28.0,438,2022-07-11,5.0
28.0,439,2022-07-11,6.0
28.0,440,2022-07-11,5.0
28.0,441,2022-07-11,5.0
28.0,829,2022-07-11,1.0
28.0,830,2022-07-11,4.0
28.0,831,2022-07-11,3.0
28.0,833,2022-07-11,3.0
28.0,834,2022-07-11,2.0
28.0,836,2022-07-11,2.0
28.0,837,2022-07-11,6.0
28.0,838,2022-07-11,4.0
28.0,839,2022-07-11,1.0
28.0,840,2022-07-11,3.0
28.0,841,2022-07-11,5.0
28.0,842,2022-07-11,3.0
28.0,843,2022-07-11,4.0
28.0,844,2022-07-11,1.0
28.0,845,2022-07-11,4.0
28.0,846,2022-07-11,1.0
28.0,847,2022-07-11,5.0
28.0,848,2022-07-11,1.0
28.0,849,2022-07-11,2.0
28.0,850,2022-07-11,4.0
28.0,851,2022-07-11,3.0
28.0,852,2022-07-11,4.0
28.0,853,2022-07-11,4.0
28.0,854,2022-07-11,3.0
28.0,855,2022-07-11,5.0
28.0,856,2022-07-11,3.0
28.0,857,2022-07-11,5.0
28.0,859,2022-07-11,5.0
28.0,860,2022-07-11,1.0
28.0,861,2022-07-11,2.0
28.0,862,2022-07-11,3.0
28.0,863,2022-07-11,4.0
28.0,864,2022-07-11,3.0
28.0,865,2022-07-11,5.0
28.0,866,2022-07-11,2.0
28.0,867,2022-07-11,5.0
28.0,868,2022-07-11,6.0
28.0,869,2022-07-11,4.0
28.0,870,2022-07-11,4.0
28.0,871,2022-07-11,5.0
28.0,872,2022-07-11,3.0
28.0,873,2022-07-11,6.0
28.0,874,2022-07-11,6.0
28.0,875,2022-07-11,1.0
28.0,876,2022-07-11,7.0
28.0,877,2022-07-11,8.0
28.0,878,2022-07-11,6.0
28.0,879,2022-07-11,2.0
28.0,880,2022-07-11,3.0
28.0,881,2022-07-11,2.0
28.0,882,2022-07-11,2.0
28.0,883,2022-07-11,8.0
28.0,884,2022-07-11,1.0
28.0,885,2022-07-11,5.0
28.0,886,2022-07-11,3.0
28.0,887,2022-07-11,5.0
28.0,888,2022-07-11,3.0
28.0,889,2022-07-11,2.0
28.0,890,2022-07-11,1.0
28.0,891,2022-07-11,5.0
28.0,1279,2022-07-11,3.0
28.0,1280,2022-07-11,2.0
28.0,1281,2022-07-11,4.0
28.0,1282,2022-07-11,3.0
28.0,1283,2022-07-11,6.0
28.0,1284,2022-07-11,4.0
28.0,1285,2022-07-11,6.0
28.0,1286,2022-07-11,5.0
28.0,1287,2022-07-11,4.0
28.0,1288,2022-07-11,3.0
28.0,1289,2022-07-11,4.0
28.0,1290,2022-07-11,2.0
28.0,1291,2022-07-11,5.0
28.0,1292,2022-07-11,2.0
28.0,1293,2022-07-11,1.0
28.0,1294,2022-07-11,1.0
28.0,1295,2022-07-11,5.0
28.0,1296,2022-07-11,3.0
28.0,1297,2022-07-11,5.0
28.0,1298,2022-07-11,6.0
28.0,1299,2022-07-11,6.0
28.0,1300,2022-07-11,4.0
28.0,1301,2022-07-11,1.0
28.0,1302,2022-07-11,3.0
28.0,1303,2022-07-11,3.0
28.0,1304,2022-07-11,4.0
28.0,1305,2022-07-11,2.0
28.0,1306,2022-07-11,6.0
28.0,1307,2022-07-11,5.0
28.0,1308,2022-07-11,2.0
28.0,1309,2022-07-11,3.0
28.0,1310,2022-07-11,2.0
28.0,1311,2022-07-11,5.0
28.0,1312,2022-07-11,1.0
28.0,1313,2022-07-11,4.0
28.0,1314,2022-07-11,3.0
28.0,1315,2022-07-11,7.0
28.0,1316,2022-07-11,3.0
28.0,1317,2022-07-11,3.0
28.0,1318,2022-07-11,3.0
28.0,1319,2022-07-11,3.0
28.0,1320,2022-07-11,2.0
28.0,1321,2022-07-11,1.0
28.0,1322,2022-07-11,2.0
28.0,1323,2022-07-11,6.0
28.0,1324,2022-07-11,2.0
28.0,1325,2022-07-11,3.0
28.0,1326,2022-07-11,5.0
28.0,1327,2022-07-11,1.0
28.0,1328,2022-07-11,2.0
28.0,1329,2022-07-11,2.0
28.0,1330,2022-07-11,6.0
28.0,1331,2022-07-11,2.0
28.0,1332,2022-07-11,1.0
28.0,1333,2022-07-11,1.0
28.0,1334,2022-07-11,3.0
28.0,1335,2022-07-11,1.0
28.0,1336,2022-07-11,2.0
28.0,1337,2022-07-11,4.0
28.0,1338,2022-07-11,2.0
28.0,1339,2022-07-11,4.0
28.0,1340,2022-07-11,3.0
28.0,1341,2022-07-11,5.0
28.0,1734,2022-07-11,3.0
28.0,1735,2022-07-11,4.0
28.0,1736,2022-07-11,5.0
