,dt,venuetype,venueid,revenue,Unnamed: 4
7003,2022-12-01,apartment,456,381.91,
7004,2022-10-01,apartment,936,779.19,
7005,2022-12-01,apartment,1363,413.72,
7006,2022-12-01,apartment,918,415.89,
7007,2022-04-01,apartment,814,709.42,
7008,2022-07-01,apartment,781,784.27,
7009,2023-02-01,apartment,1250,358.52,
7010,2022-12-01,apartment,366,787.0,
7011,2022-12-01,apartment,154,839.46,
7012,2022-07-01,apartment,561,499.52,
7013,2023-04-01,apartment,645,626.67,
7014,2022-09-01,apartment,1645,787.9,
7015,2022-07-01,apartment,1519,759.4,
7016,2022-07-01,apartment,926,554.99,
7017,2023-02-01,apartment,452,370.98,
7018,2022-09-01,apartment,926,554.99,
7019,2022-09-01,apartment,697,791.72,
7020,2023-03-01,apartment,485,691.15,
7021,2022-10-01,apartment,532,559.62,
7022,2023-03-01,apartment,190,1174.17,
7023,2022-08-01,apartment,54,749.32,
7024,2023-04-01,apartment,1041,798.31,
7025,2022-06-01,apartment,500,803.92,
7026,2022-09-01,apartment,1519,759.4,
7027,2023-02-01,apartment,903,793.53,
7028,2022-08-01,apartment,312,749.32,
7029,2022-10-01,apartment,1546,727.8,
7030,2022-05-01,apartment,1214,760.07,
7031,2022-10-01,apartment,458,409.92,
7032,2023-03-01,apartment,370,793.74,
7033,2022-09-01,apartment,139,778.3,
7034,2022-10-01,apartment,723,603.46,
7035,2022-07-01,apartment,1690,607.99,
7036,2023-01-01,apartment,497,380.74,
7037,2022-05-01,apartment,1523,854.76,
7038,2022-09-01,apartment,763,784.27,
7039,2022-12-01,apartment,615,493.01,
7040,2022-03-01,apartment,556,1088.3,
7041,2022-04-01,apartment,664,719.51,
7042,2022-09-01,apartment,190,1174.17,
7043,2022-06-01,apartment,645,626.67,
7044,2022-03-01,apartment,1549,759.4,
7045,2022-12-01,apartment,1133,748.12,
7046,2022-04-01,apartment,1090,632.65,
7047,2022-11-01,apartment,314,419.73,
7048,2022-08-01,apartment,100,472.77,
7049,2022-07-01,apartment,72,395.04,
7050,2023-03-01,apartment,1686,1129.74,
7051,2023-05-01,apartment,1538,472.21,
7052,2023-03-01,apartment,675,715.93,
7053,2022-03-01,apartment,1265,724.22,
7054,2023-01-01,apartment,84,376.75,
7055,2023-03-01,apartment,810,567.36,
7056,2023-01-01,apartment,1690,607.99,
7057,2023-02-01,apartment,109,701.49,
7058,2022-04-01,apartment,1661,567.51,
7059,2022-09-01,apartment,203,421.56,
7060,2022-10-01,apartment,1052,1151.58,
7061,2022-08-01,apartment,983,760.07,
7062,2022-09-01,apartment,1732,703.8,
7063,2022-10-01,apartment,309,573.95,
7064,2022-10-01,apartment,784,855.86,
7065,2022-03-01,apartment,713,649.7,
7066,2022-04-01,apartment,1517,641.28,
7067,2022-11-01,apartment,823,706.16,
7068,2023-03-01,apartment,564,823.61,
7069,2022-03-01,apartment,620,807.18,
7070,2023-03-01,apartment,46,818.89,
7071,2022-04-01,apartment,1686,1129.74,
7072,2023-03-01,apartment,823,706.16,
7073,2022-09-01,apartment,1436,413.72,
7074,2022-06-01,apartment,1440,753.8,
7075,2022-10-01,apartment,1203,415.89,
7076,2023-01-01,apartment,1481,398.69,
7077,2023-05-01,apartment,953,523.45,
7078,2022-07-01,apartment,1034,1003.9,
7079,2022-11-01,apartment,552,813.86,
7080,2022-05-01,apartment,377,422.08,
7081,2022-10-01,apartment,1432,841.13,
7082,2022-08-01,apartment,1487,604.34,
7083,2023-02-01,apartment,1173,813.04,
7084,2022-06-01,apartment,607,453.96,
7085,2022-11-01,apartment,719,631.83,
7086,2022-10-01,apartment,1365,853.44,
7087,2022-03-01,apartment,482,559.62,
7088,2023-04-01,apartment,187,720.58,
7089,2022-11-01,apartment,76,702.29,
7090,2022-04-01,apartment,1629,392.06,
7091,2022-09-01,apartment,1026,617.5,
7092,2023-05-01,apartment,1188,659.17,
7093,2023-05-01,apartment,266,687.0,
7094,2022-05-01,apartment,1481,398.69,
7095,2022-08-01,apartment,930,558.78,
7096,2022-10-01,apartment,1587,827.44,
7097,2023-02-01,apartment,1586,677.38,
7098,2022-06-01,apartment,1264,350.16,
7099,2022-04-01,apartment,1481,398.69,
7100,2022-09-01,apartment,1224,1047.47,
7101,2023-01-01,apartment,49,428.87,
7102,2022-05-01,apartment,1095,973.6,
7103,2022-08-01,apartment,235,452.65,
7104,2022-05-01,apartment,1158,632.65,
7105,2022-12-01,apartment,964,388.4,
7106,2023-03-01,apartment,266,687.0,
7107,2023-05-01,apartment,64,1104.33,
7108,2022-07-01,apartment,780,745.21,
7109,2022-09-01,apartment,793,836.33,
7110,2022-08-01,apartment,14,758.99,
7111,2023-04-01,apartment,266,687.0,
7112,2023-01-01,apartment,1216,573.93,
7113,2023-03-01,apartment,233,501.11,
7114,2023-02-01,apartment,1102,1499.25,
7115,2023-05-01,apartment,1718,861.72,
7116,2023-05-01,apartment,322,846.42,
7117,2022-06-01,apartment,926,554.99,
7118,2023-04-01,apartment,700,530.44,
7119,2022-06-01,apartment,9,433.45,
7120,2022-12-01,apartment,1390,617.97,
7121,2022-06-01,apartment,155,419.73,
7122,2022-11-01,apartment,487,1047.86,
7123,2022-04-01,apartment,1139,831.78,
7124,2023-04-01,apartment,41,790.08,
7125,2023-05-01,apartment,1009,370.48,
7126,2022-12-01,apartment,370,793.74,
7127,2023-04-01,apartment,1428,829.72,
7128,2023-01-01,apartment,576,807.18,
7129,2023-01-01,apartment,298,715.09,
7130,2022-04-01,apartment,181,673.03,
7131,2022-07-01,apartment,972,438.59,
7132,2022-04-01,apartment,990,798.31,
7133,2022-04-01,apartment,1044,825.85,
7134,2022-06-01,apartment,1672,841.13,
7135,2023-04-01,apartment,1093,1132.16,
7136,2023-05-01,apartment,1045,417.08,
7137,2022-11-01,apartment,322,846.42,
7138,2022-10-01,apartment,1384,1357.96,
7139,2022-10-01,apartment,1218,748.12,
7140,2023-02-01,apartment,1150,788.75,
7141,2022-04-01,apartment,614,781.41,
7142,2022-05-01,apartment,1378,1311.59,
7143,2023-01-01,apartment,192,1075.42,
7144,2023-03-01,apartment,481,719.51,
7145,2022-04-01,apartment,41,790.08,
7146,2022-08-01,apartment,1137,784.18,
7147,2022-08-01,apartment,918,415.89,
7148,2022-12-01,apartment,1469,841.13,
7149,2023-02-01,apartment,729,706.16,
7150,2022-07-01,apartment,371,586.99,
7151,2022-04-01,apartment,1486,676.33,
7152,2022-06-01,apartment,296,375.84,
7153,2022-06-01,apartment,928,554.99,
7154,2023-01-01,apartment,1080,573.93,
7155,2022-08-01,apartment,779,825.25,
7156,2022-12-01,apartment,609,1088.3,
7157,2023-04-01,apartment,1024,393.18,
7158,2022-07-01,apartment,1426,749.47,
7159,2022-05-01,apartment,705,761.49,
7160,2023-03-01,apartment,1409,435.38,
7161,2022-11-01,apartment,463,887.14,
7162,2022-07-01,apartment,934,577.72,
7163,2022-11-01,apartment,84,376.75,
7164,2023-05-01,apartment,1563,617.97,
7165,2022-12-01,apartment,1405,701.81,
7166,2023-04-01,apartment,1050,608.03,
7167,2023-05-01,apartment,181,673.03,
7168,2022-12-01,apartment,1247,579.61,
7169,2023-03-01,apartment,687,413.11,
7170,2022-03-01,apartment,362,631.88,
7171,2022-10-01,apartment,556,1088.3,
7172,2022-11-01,apartment,168,749.32,
7173,2022-08-01,apartment,1621,657.54,
7174,2022-08-01,apartment,261,1475.67,
7175,2023-05-01,apartment,905,628.86,
7176,2022-11-01,apartment,236,802.94,
7177,2023-02-01,apartment,171,768.16,
7178,2022-04-01,apartment,1064,399.16,
7179,2022-08-01,apartment,551,1103.18,
7180,2022-04-01,apartment,1687,872.02,
7181,2023-05-01,apartment,1235,369.28,
7182,2022-05-01,apartment,712,616.36,
7183,2023-02-01,apartment,609,1088.3,
7184,2022-10-01,apartment,1096,415.89,
7185,2022-07-01,apartment,127,386.81,
7186,2022-10-01,apartment,1133,748.12,
7187,2023-02-01,apartment,777,763.83,
7188,2022-08-01,apartment,453,388.88,
7189,2022-08-01,apartment,336,900.05,
7190,2022-04-01,apartment,627,803.79,
7191,2022-09-01,apartment,1574,823.11,
7192,2023-03-01,apartment,1700,767.2,
7193,2022-08-01,apartment,83,480.08,
7194,2023-02-01,apartment,1569,786.19,
7195,2023-04-01,apartment,84,376.75,
7196,2022-10-01,apartment,994,661.06,
7197,2022-07-01,apartment,263,1223.52,
7198,2022-07-01,apartment,1011,659.17,
7199,2022-04-01,apartment,914,659.17,
7200,2022-12-01,apartment,607,453.96,
7201,2022-05-01,apartment,595,776.25,
7202,2022-07-01,apartment,229,724.24,
7203,2022-12-01,apartment,1179,362.11,
7204,2022-10-01,apartment,1555,749.47,
7205,2022-09-01,apartment,564,823.61,
7206,2023-05-01,apartment,579,1001.18,
7207,2022-12-01,apartment,949,748.12,
7208,2022-09-01,apartment,460,465.35,
7209,2023-04-01,apartment,307,850.82,
7210,2022-09-01,apartment,525,465.35,
7211,2023-01-01,apartment,1544,854.76,
7212,2022-07-01,apartment,273,586.99,
7213,2022-06-01,apartment,1691,676.33,
7214,2022-12-01,apartment,1656,824.84,
7215,2023-01-01,apartment,802,353.08,
7216,2023-05-01,apartment,695,999.04,
7217,2023-02-01,apartment,38,839.46,
7218,2023-01-01,apartment,1485,398.69,
7219,2022-12-01,apartment,528,456.39,
7220,2023-03-01,apartment,1244,632.65,
7221,2022-08-01,apartment,257,1121.11,
7222,2022-07-01,apartment,1389,652.3,
7223,2022-05-01,apartment,181,673.03,
7224,2022-11-01,apartment,993,779.19,
7225,2022-07-01,apartment,14,758.99,
7226,2023-04-01,apartment,1454,426.72,
7227,2023-02-01,apartment,1009,370.48,
7228,2022-10-01,apartment,985,577.72,
7229,2022-03-01,apartment,97,1013.2,
7230,2022-09-01,apartment,677,667.94,
7231,2022-05-01,apartment,336,900.05,
7232,2023-03-01,apartment,156,422.08,
7233,2023-04-01,apartment,1114,740.95,
7234,2022-05-01,apartment,275,455.39,
7235,2022-10-01,apartment,243,600.03,
7236,2022-10-01,apartment,1652,713.29,
7237,2023-01-01,apartment,1496,361.74,
7238,2023-02-01,apartment,672,808.5,
7239,2022-11-01,apartment,1223,451.74,
7240,2022-10-01,apartment,953,523.45,
7241,2023-02-01,apartment,193,775.45,
7242,2022-09-01,apartment,816,719.51,
7243,2022-09-01,apartment,221,815.34,
7244,2022-11-01,apartment,1129,615.6,
7245,2022-10-01,apartment,977,602.34,
7246,2023-05-01,apartment,1109,776.8,
7247,2023-05-01,apartment,1176,989.53,
7248,2022-11-01,apartment,327,406.93,
7249,2022-11-01,apartment,1409,435.38,
7250,2023-02-01,apartment,80,550.49,
7251,2022-11-01,apartment,1434,748.43,
7252,2022-03-01,apartment,709,827.39,
7253,2022-08-01,apartment,245,665.25,
7254,2022-11-01,apartment,544,660.2,
7255,2022-11-01,apartment,1499,779.79,
7256,2023-04-01,apartment,1209,1029.79,
7257,2022-06-01,apartment,725,800.54,
7258,2022-12-01,apartment,1438,631.9,
7259,2023-01-01,apartment,1040,715.99,
7260,2022-08-01,apartment,487,1047.86,
7261,2022-06-01,apartment,459,773.67,
7262,2022-12-01,apartment,1549,759.4,
7263,2022-09-01,apartment,694,660.2,
7264,2022-04-01,apartment,100,472.77,
7265,2022-11-01,apartment,1191,350.16,
7266,2022-03-01,apartment,73,702.29,
7267,2023-05-01,apartment,1178,788.75,
7268,2022-05-01,apartment,1111,415.89,
7269,2023-05-01,apartment,1102,1499.25,
7270,2022-04-01,apartment,321,1179.63,
7271,2022-11-01,apartment,22,696.8,
7272,2023-02-01,apartment,1411,677.38,
7273,2022-10-01,apartment,215,626.12,
7274,2022-03-01,apartment,1206,700.32,
7275,2023-04-01,apartment,1053,628.86,
7276,2023-01-01,apartment,1026,617.5,
7277,2022-08-01,apartment,1,768.16,
7278,2022-12-01,apartment,1038,639.37,
7279,2023-05-01,apartment,1416,440.99,
7280,2022-08-01,apartment,84,376.75,
7281,2022-10-01,apartment,1027,487.59,
7282,2022-12-01,apartment,152,885.67,
7283,2022-04-01,apartment,166,810.2,
7284,2022-09-01,apartment,1050,608.03,
7285,2022-03-01,apartment,265,1061.63,
7286,2023-04-01,apartment,66,1135.74,
7287,2023-03-01,apartment,926,554.99,
7288,2022-12-01,apartment,547,761.49,
7289,2023-02-01,apartment,510,993.62,
7290,2022-06-01,apartment,1080,573.93,
7291,2023-03-01,apartment,371,586.99,
7292,2022-05-01,apartment,1083,645.69,
7293,2023-04-01,apartment,345,516.66,
7294,2022-03-01,apartment,697,791.72,
7295,2022-04-01,apartment,107,955.13,
7296,2022-09-01,apartment,1554,661.87,
7297,2022-08-01,apartment,995,890.74,
7298,2022-09-01,apartment,284,829.03,
7299,2022-06-01,apartment,1047,705.1,
7300,2022-05-01,apartment,1044,825.85,
7301,2022-10-01,apartment,1041,798.31,
7302,2022-03-01,apartment,243,600.03,
7303,2022-12-01,apartment,1278,659.17,
7304,2022-03-01,apartment,1182,351.35,
7305,2023-03-01,apartment,148,742.53,
7306,2022-03-01,apartment,56,808.97,
7307,2023-05-01,apartment,75,1562.73,
7308,2022-03-01,apartment,1629,392.06,
7309,2023-01-01,apartment,1000,1216.94,
7310,2022-05-01,apartment,792,1018.54,
7311,2022-03-01,apartment,1352,409.39,
7312,2022-08-01,apartment,531,436.06,
7313,2023-01-01,apartment,371,586.99,
7314,2022-06-01,apartment,1003,558.78,
7315,2023-01-01,apartment,793,836.33,
7316,2023-02-01,apartment,997,788.75,
7317,2022-06-01,apartment,91,560.9,
7318,2023-05-01,apartment,780,745.21,
7319,2022-08-01,apartment,1384,1357.96,
7320,2023-05-01,apartment,806,822.67,
7321,2022-11-01,apartment,1656,824.84,
7322,2022-08-01,apartment,301,573.95,
7323,2022-06-01,apartment,523,370.98,
7324,2023-03-01,apartment,213,360.29,
7325,2022-05-01,apartment,213,360.29,
7326,2022-10-01,apartment,541,761.49,
7327,2022-03-01,apartment,1436,413.72,
7328,2023-03-01,apartment,709,827.39,
7329,2022-11-01,apartment,1618,621.5,
7330,2022-07-01,apartment,824,634.41,
7331,2023-05-01,apartment,355,558.0,
7332,2023-02-01,apartment,1710,861.72,
7333,2022-12-01,apartment,1012,861.84,
7334,2022-05-01,apartment,1664,621.4,
7335,2023-04-01,apartment,1085,602.34,
7336,2022-08-01,apartment,1531,738.13,
7337,2023-01-01,apartment,1407,437.92,
7338,2023-03-01,apartment,901,415.89,
7339,2022-10-01,apartment,592,380.74,
7340,2023-02-01,apartment,1573,784.25,
7341,2023-04-01,apartment,1400,1277.77,
7342,2022-08-01,apartment,122,724.24,
7343,2022-08-01,apartment,1609,435.38,
7344,2023-05-01,apartment,1449,694.08,
7345,2022-06-01,apartment,994,661.06,
7346,2022-07-01,apartment,1202,399.16,
7347,2023-04-01,apartment,1046,1018.39,
7348,2022-09-01,apartment,1012,861.84,
7349,2023-04-01,apartment,44,1068.07,
7350,2023-01-01,apartment,1098,415.89,
7351,2022-03-01,apartment,233,501.11,
7352,2022-03-01,apartment,1456,926.95,
7353,2022-03-01,apartment,672,808.5,
7354,2022-09-01,apartment,188,749.32,
7355,2022-08-01,apartment,1634,844.95,
7356,2023-03-01,apartment,106,720.58,
7357,2022-12-01,apartment,1634,844.95,
7358,2022-03-01,apartment,1563,617.97,
7359,2022-03-01,apartment,741,776.25,
7360,2022-11-01,apartment,1086,415.89,
7361,2022-07-01,apartment,47,628.22,
7362,2022-06-01,apartment,1582,556.17,
7363,2022-09-01,apartment,712,616.36,
7364,2022-05-01,apartment,576,807.18,
7365,2023-02-01,apartment,1470,839.93,
7366,2023-02-01,apartment,147,1121.11,
7367,2022-03-01,apartment,1484,374.73,
7368,2023-03-01,apartment,352,696.8,
7369,2023-04-01,apartment,609,1088.3,
7370,2022-05-01,apartment,694,660.2,
7371,2023-04-01,apartment,1206,700.32,
7372,2022-10-01,apartment,979,717.05,
7373,2022-12-01,apartment,1076,615.6,
7374,2023-05-01,apartment,949,748.12,
7375,2022-10-01,apartment,261,1475.67,
7376,2023-05-01,apartment,1706,427.38,
7377,2022-08-01,apartment,1085,602.34,
7378,2023-04-01,apartment,38,839.46,
7379,2022-04-01,apartment,1156,362.11,
7380,2023-04-01,apartment,1374,472.21,
7381,2023-01-01,apartment,914,659.17,
7382,2023-03-01,apartment,174,773.62,
7383,2022-12-01,apartment,542,795.67,
7384,2022-07-01,apartment,924,623.18,
7385,2023-01-01,apartment,1393,872.21,
7386,2022-06-01,apartment,1010,831.78,
7387,2022-07-01,apartment,1000,1216.94,
7388,2022-04-01,apartment,740,722.44,
7389,2023-01-01,apartment,1210,463.69,
7390,2022-11-01,apartment,1195,602.34,
7391,2022-12-01,apartment,1581,724.4,
7392,2022-07-01,apartment,51,455.39,
7393,2023-02-01,apartment,1024,393.18,
7394,2022-11-01,apartment,229,724.24,
7395,2022-04-01,apartment,1013,400.35,
7396,2023-03-01,apartment,5,411.5,
7397,2022-07-01,apartment,55,502.03,
7398,2022-03-01,apartment,1040,715.99,
7399,2022-11-01,apartment,240,821.17,
7400,2023-01-01,apartment,528,456.39,
7401,2022-03-01,apartment,1144,487.59,
7402,2022-10-01,apartment,314,419.73,
7403,2023-01-01,apartment,806,822.67,
7404,2022-07-01,apartment,1456,926.95,
7405,2022-03-01,apartment,1569,786.19,
7406,2022-05-01,apartment,936,779.19,
7407,2022-11-01,apartment,551,1103.18,
7408,2022-10-01,apartment,1459,389.9,
7409,2022-08-01,apartment,926,554.99,
7410,2022-06-01,apartment,678,813.86,
7411,2022-10-01,apartment,818,719.51,
7412,2022-04-01,apartment,1218,748.12,
7413,2022-05-01,apartment,951,786.08,
7414,2022-04-01,apartment,1712,676.33,
7415,2022-08-01,apartment,230,486.97,
7416,2022-09-01,apartment,547,761.49,
7417,2023-04-01,apartment,1478,432.88,
7418,2022-03-01,apartment,1179,362.11,
7419,2022-07-01,apartment,551,1103.18,
7420,2022-08-01,apartment,1472,440.99,
7421,2023-01-01,apartment,1465,694.08,
7422,2022-11-01,apartment,1134,400.35,
7423,2022-12-01,apartment,1160,415.89,
7424,2022-07-01,apartment,695,999.04,
7425,2022-09-01,apartment,301,573.95,
7426,2022-03-01,apartment,1165,583.4,
7427,2023-05-01,apartment,1064,399.16,
7428,2022-05-01,apartment,1400,1277.77,
7429,2022-06-01,apartment,1013,400.35,
7430,2023-05-01,apartment,80,550.49,
7431,2023-04-01,apartment,1195,602.34,
7432,2023-03-01,apartment,152,885.67,
7433,2023-04-01,apartment,1656,824.84,
7434,2022-03-01,apartment,985,577.72,
7435,2023-03-01,apartment,775,706.16,
7436,2022-03-01,apartment,491,719.51,
7437,2022-07-01,apartment,621,439.32,
7438,2022-05-01,apartment,969,415.89,
7439,2023-01-01,apartment,556,1088.3,
7440,2022-04-01,apartment,1524,772.46,
7441,2022-06-01,apartment,620,807.18,
7442,2023-04-01,apartment,1617,686.1,
7443,2023-04-01,apartment,1215,354.94,
7444,2023-05-01,apartment,126,452.65,
7445,2022-05-01,apartment,802,353.08,
7446,2023-02-01,apartment,144,433.45,
7447,2023-02-01,apartment,1227,729.0,
7448,2022-10-01,apartment,815,706.16,
7449,2022-07-01,apartment,1133,748.12,
7450,2022-08-01,apartment,184,760.91,
7451,2022-07-01,apartment,1239,562.57,
7452,2023-05-01,apartment,1164,463.69,
7453,2023-05-01,apartment,233,501.11,
7454,2022-03-01,apartment,372,829.03,
7455,2022-05-01,apartment,736,636.99,
7456,2022-03-01,apartment,134,707.78,
7457,2022-11-01,apartment,288,715.98,
7458,2022-09-01,apartment,1478,432.88,
7459,2022-06-01,apartment,640,830.41,
7460,2022-04-01,apartment,487,1047.86,
7461,2022-04-01,apartment,1055,813.04,
7462,2022-04-01,apartment,1047,705.1,
7463,2022-03-01,apartment,1020,415.89,
7464,2022-09-01,apartment,664,719.51,
7465,2022-06-01,apartment,1627,759.4,
7466,2022-09-01,apartment,652,719.51,
7467,2023-05-01,apartment,452,370.98,
7468,2022-05-01,apartment,1178,788.75,
7469,2023-04-01,apartment,538,398.64,
7470,2023-02-01,apartment,51,455.39,
7471,2022-10-01,apartment,177,366.69,
7472,2023-02-01,apartment,792,1018.54,
7473,2022-03-01,apartment,1264,350.16,
7474,2023-03-01,apartment,346,567.87,
7475,2023-01-01,apartment,341,433.45,
7476,2023-04-01,apartment,597,465.35,
7477,2022-09-01,apartment,265,1061.63,
7478,2022-08-01,apartment,1659,758.13,
7479,2022-10-01,apartment,1632,749.47,
7480,2023-01-01,apartment,1150,788.75,
7481,2022-08-01,apartment,764,587.99,
7482,2023-04-01,apartment,1490,772.46,
7483,2022-12-01,apartment,1352,409.39,
7484,2022-11-01,apartment,1462,759.4,
7485,2022-04-01,apartment,979,717.05,
7486,2022-03-01,apartment,485,691.15,
7487,2022-03-01,apartment,375,1008.55,
7488,2022-03-01,apartment,1449,694.08,
7489,2023-02-01,apartment,1454,426.72,
7490,2022-09-01,apartment,1205,661.06,
7491,2022-04-01,apartment,782,807.18,
7492,2022-11-01,apartment,1531,738.13,
7493,2023-05-01,apartment,1470,839.93,
7494,2023-03-01,apartment,1574,823.11,
7495,2022-05-01,apartment,470,416.54,
7496,2022-10-01,apartment,1706,427.38,
7497,2023-02-01,apartment,1244,632.65,
7498,2022-10-01,apartment,1198,556.88,
7499,2022-11-01,apartment,971,659.17,
7500,2022-06-01,apartment,764,587.99,
7501,2022-07-01,apartment,510,993.62,
7502,2022-05-01,apartment,1579,574.01,
7503,2022-10-01,apartment,13,601.7,
7504,2023-03-01,apartment,1578,398.69,
7505,2022-09-01,apartment,1618,621.5,
7506,2023-03-01,apartment,64,1104.33,
7507,2022-11-01,apartment,1489,661.87,
7508,2022-05-01,apartment,1245,798.31,
7509,2022-07-01,apartment,916,824.14,
7510,2023-01-01,apartment,156,422.08,
7511,2022-12-01,apartment,953,523.45,
7512,2022-04-01,apartment,1416,440.99,
7513,2022-05-01,apartment,1038,639.37,
7514,2022-12-01,apartment,23,794.25,
7515,2023-01-01,apartment,1725,676.33,
7516,2022-03-01,apartment,1078,659.17,
7517,2022-03-01,apartment,809,421.42,
7518,2022-04-01,apartment,1448,710.48,
7519,2022-10-01,apartment,345,516.66,
7520,2023-01-01,apartment,53,817.46,
7521,2022-11-01,apartment,1725,676.33,
7522,2022-10-01,apartment,1722,376.9,
7523,2022-06-01,apartment,603,826.22,
7524,2022-07-01,apartment,494,388.88,
7525,2022-05-01,apartment,202,1066.73,
7526,2023-02-01,apartment,1517,641.28,
7527,2022-11-01,apartment,1450,589.18,
7528,2022-04-01,apartment,1221,614.27,
7529,2022-10-01,apartment,791,519.05,
7530,2023-04-01,apartment,280,573.36,
7531,2023-01-01,apartment,1537,404.6,
7532,2022-11-01,apartment,1515,426.72,
7533,2023-05-01,apartment,51,455.39,
7534,2022-09-01,apartment,180,1014.55,
7535,2022-05-01,apartment,1210,463.69,
7536,2023-01-01,apartment,1056,634.54,
7537,2022-03-01,apartment,907,788.75,
7538,2022-12-01,apartment,1557,657.54,
7539,2022-04-01,apartment,1388,374.73,
7540,2023-02-01,apartment,1163,602.34,
7541,2022-10-01,apartment,107,955.13,
7542,2022-08-01,apartment,299,1318.55,
7543,2023-04-01,apartment,51,455.39,
7544,2023-03-01,apartment,124,794.25,
7545,2023-04-01,apartment,1627,759.4,
7546,2022-10-01,apartment,1156,362.11,
7547,2022-04-01,apartment,736,636.99,
7548,2023-01-01,apartment,691,800.54,
7549,2022-08-01,apartment,1718,861.72,
7550,2022-11-01,apartment,478,790.77,
7551,2022-09-01,apartment,1690,607.99,
7552,2023-03-01,apartment,1696,676.33,
7553,2022-03-01,apartment,1659,758.13,
7554,2023-02-01,apartment,687,413.11,
7555,2022-06-01,apartment,485,691.15,
7556,2022-10-01,apartment,1465,694.08,
7557,2022-12-01,apartment,183,581.19,
7558,2023-01-01,apartment,682,580.25,
7559,2023-02-01,apartment,148,742.53,
7560,2022-04-01,apartment,1178,788.75,
7561,2022-05-01,apartment,80,550.49,
7562,2023-03-01,apartment,1470,839.93,
7563,2022-09-01,apartment,1411,677.38,
7564,2022-04-01,apartment,1183,973.6,
7565,2023-05-01,apartment,942,767.24,
7566,2023-04-01,apartment,240,821.17,
7567,2022-07-01,apartment,66,1135.74,
7568,2022-09-01,apartment,1540,895.3,
7569,2022-08-01,apartment,810,567.36,
7570,2022-07-01,apartment,691,800.54,
7571,2022-05-01,apartment,1723,720.96,
7572,2022-05-01,apartment,1260,760.07,
7573,2022-04-01,apartment,1513,933.82,
7574,2023-02-01,apartment,280,573.36,
7575,2022-05-01,apartment,1458,772.46,
7576,2023-03-01,apartment,921,659.17,
7577,2022-10-01,apartment,1,768.16,
7578,2022-05-01,apartment,9,433.45,
7579,2023-04-01,apartment,80,550.49,
7580,2023-03-01,apartment,957,451.74,
7581,2023-02-01,apartment,31,749.32,
7582,2022-03-01,apartment,1397,573.34,
7583,2023-04-01,apartment,1200,700.32,
7584,2023-01-01,apartment,792,1018.54,
7585,2023-02-01,apartment,1609,435.38,
7586,2022-04-01,apartment,1205,661.06,
7587,2022-12-01,apartment,719,631.83,
7588,2022-05-01,apartment,126,452.65,
7589,2023-05-01,apartment,47,628.22,
7590,2022-06-01,apartment,564,823.61,
7591,2022-03-01,apartment,1725,676.33,
7592,2022-11-01,apartment,1627,759.4,
7593,2022-05-01,apartment,916,824.14,
7594,2023-02-01,apartment,1160,415.89,
7595,2022-05-01,apartment,122,724.24,
7596,2022-08-01,apartment,109,701.49,
7597,2022-12-01,apartment,1520,872.02,
7598,2022-11-01,apartment,733,678.25,
7599,2023-04-01,apartment,1371,1347.85,
7600,2022-09-01,apartment,1158,632.65,
7601,2022-05-01,apartment,1278,659.17,
7602,2023-03-01,apartment,1223,451.74,
7603,2022-08-01,apartment,1139,831.78,
7604,2023-03-01,apartment,461,784.27,
7605,2023-03-01,apartment,930,558.78,
7606,2022-05-01,apartment,482,559.62,
7607,2022-11-01,apartment,1599,580.2,
7608,2023-02-01,apartment,649,603.46,
7609,2023-04-01,apartment,1621,657.54,
7610,2022-03-01,apartment,584,797.28,
7611,2023-02-01,apartment,704,616.36,
7612,2022-07-01,apartment,1184,784.18,
7613,2022-06-01,apartment,1154,786.36,
7614,2022-09-01,apartment,372,829.03,
7615,2022-04-01,apartment,561,499.52,
7616,2022-11-01,apartment,233,501.11,
7617,2022-09-01,apartment,280,573.36,
7618,2022-08-01,apartment,914,659.17,
7619,2023-03-01,apartment,62,794.25,
7620,2022-03-01,apartment,1027,487.59,
7621,2022-12-01,apartment,999,779.19,
7622,2022-03-01,apartment,257,1121.11,
7623,2022-10-01,apartment,1163,602.34,
7624,2022-05-01,apartment,257,1121.11,
7625,2022-09-01,apartment,1085,602.34,
7626,2022-05-01,apartment,1013,400.35,
7627,2022-05-01,apartment,757,1247.35,
7628,2022-11-01,apartment,1388,374.73,
7629,2022-04-01,apartment,66,1135.74,
7630,2022-07-01,apartment,651,523.93,
7631,2022-12-01,apartment,355,558.0,
7632,2022-12-01,apartment,1200,700.32,
7633,2023-02-01,apartment,1164,463.69,
7634,2022-05-01,apartment,1150,788.75,
7635,2023-03-01,apartment,993,779.19,
7636,2022-06-01,apartment,183,581.19,
7637,2023-02-01,apartment,1218,748.12,
7638,2022-06-01,apartment,38,839.46,
7639,2023-03-01,apartment,144,433.45,
7640,2023-05-01,apartment,58,665.25,
7641,2022-08-01,apartment,938,602.34,
7642,2023-05-01,apartment,1564,786.19,
7643,2022-10-01,apartment,688,453.96,
7644,2023-05-01,apartment,628,475.11,
7645,2023-01-01,apartment,22,696.8,
7646,2023-04-01,apartment,230,486.97,
7647,2022-07-01,apartment,1361,768.11,
7648,2022-03-01,apartment,763,784.27,
7649,2023-02-01,apartment,1111,415.89,
7650,2023-05-01,apartment,352,696.8,
7651,2022-10-01,apartment,482,559.62,
